county,ck2_province,baronies,county_px,county_radius_px,distinct_slots,distinct_slots_inside_county,spread_all_slots_px,spread_inside_px,spread_inside_over_radius
c_narari,1390,1,13792,66.3,7,4,108.5,82.4,1.243
c_narderwood,993,1,9846,56.0,5,5,62.6,62.6,1.119
c_narodara,1519,1,13517,65.6,3,2,49.2,23.3,0.356
c_narubel,416,2,5033,40.0,6,4,68.3,28.3,0.707
c_narvarr,1659,2,4704,38.7,6,6,31.0,31.0,0.802
c_nashkel,64,2,4163,36.4,7,6,67.1,45.0,1.236
c_nath_pass,1210,1,8226,51.2,7,6,3826.6,59.4,1.161
c_nathenje,1517,1,12867,64.0,4,3,55.2,22.0,0.343
c_nathlekh,194,2,4365,37.3,6,5,52.9,29.1,0.78
c_nathoud,916,1,14323,67.5,5,5,62.6,62.6,0.927
c_naupau,1157,3,24336,88.0,6,5,87.9,62.8,0.714
c_naurogloth,1150,3,5198,40.7,7,4,79.1,60.0,1.476
c_nawal,1514,1,9123,53.9,4,4,37.1,37.1,0.688
c_naysabur,710,2,12423,62.9,5,5,62.6,62.6,0.996
c_ndoto,2372,1,11584,60.7,5,4,65.8,65.8,1.083
c_neachal,976,2,20480,80.7,5,5,66.1,66.1,0.819
c_nearwoods,595,1,9980,56.4,5,5,70.7,70.7,1.254
c_neldorild,657,3,4755,38.9,7,3,80.6,33.4,0.858
c_nember,1702,1,9322,54.5,7,4,4279.3,53.8,0.987
c_nemessor,1574,1,1108,18.8,7,3,3686.4,19.2,1.023
c_nemoree_isles,1218,1,322,10.1,7,2,5801.0,6.3,0.625
c_nenvar,918,1,9374,54.6,5,5,62.6,62.6,1.146
c_nerth,1180,1,829,16.2,5,2,62.8,8.2,0.508
c_neryudzhan,834,1,42063,115.7,5,5,90.0,90.0,0.777
c_nesme,582,2,3098,31.4,5,5,28.1,28.1,0.894
c_nethentir,1012,2,4257,36.8,7,4,54.1,34.2,0.929
c_nether_mountains,2442,2,3937,35.4,3,3,24.2,24.2,0.683
c_netheril_river,1061,1,15713,70.7,7,4,116.8,39.7,0.561
c_nethjet,1011,3,3369,32.7,7,5,54.1,28.2,0.86
c_nethra,2495,2,3069,31.3,4,3,33.0,27.7,0.885
c_neverwinter,8,4,2415,27.7,7,5,39.6,23.3,0.842
c_neverwinter_wood,11,3,3096,31.4,7,7,52.3,52.3,1.667
c_new_sarshel,998,1,1830,24.1,5,1,61.8,0.0,0.0
c_nezras,725,1,10783,58.6,5,4,63.3,36.7,0.626
c_ni_ko,859,1,22512,84.7,7,7,80.7,80.7,0.953
c_night_trees,47,1,3695,34.3,6,5,55.2,48.4,1.412
c_nimlith,1109,3,5273,41.0,5,3,55.9,23.8,0.58
c_nimpeth,208,4,6431,45.2,6,4,85.9,46.6,1.03
c_nimsur,1203,3,6269,44.7,7,4,1317.6,51.0,1.143
c_nisalin,1756,2,6434,45.3,7,3,5581.2,29.6,0.654
c_nix,1189,1,12546,63.2,7,7,68.0,68.0,1.076
c_njast,928,1,8845,53.1,5,5,65.8,65.8,1.24
c_nleeth_and_amah,1573,2,3479,33.3,7,3,4693.4,24.4,0.734
c_nogoonraat,886,1,27903,94.2,6,6,61.8,61.8,0.656
c_nolin,2418,2,3337,32.6,4,3,46.1,46.1,1.413
c_nonthal,242,4,3540,33.6,3,3,24.2,24.2,0.72
c_noondai,911,1,18221,76.2,5,3,63.3,36.7,0.482
c_norheim,215,1,1640,22.8,7,5,52.9,37.0,1.62
c_nornglast,1649,1,3205,31.9,5,5,51.5,51.5,1.612
c_north_fornaluit,1736,1,13085,64.5,7,4,4132.6,60.4,0.936
c_north_peak,2477,3,2087,25.8,6,5,6458.0,44.6,1.73
c_north_reaching_wood,1235,1,3731,34.5,7,5,4357.0,46.5,1.35
c_north_rystall,347,1,8904,53.2,7,6,176.5,57.9,1.087
c_north_winterwood,602,1,8239,51.2,5,4,62.6,53.2,1.038
c_northdark_woods,1147,1,3764,34.6,6,5,52.6,42.0,1.214
c_northwind,1401,1,1016,18.0,7,1,4340.0,0.0,0.0
c_nouarada,1537,1,7495,48.8,4,3,47.8,34.0,0.695
c_nsi,464,2,4195,36.5,7,3,82.6,23.0,0.63
c_nun,574,2,2419,27.7,3,2,54.4,22.5,0.81
c_nunwood,576,1,5302,41.1,6,5,61.1,51.9,1.262
c_nuthretos,1050,3,6087,44.0,7,6,61.4,60.7,1.38
c_nyangumi,2373,1,8302,51.4,3,1,48.1,0.0,0.0
c_nyanzaru,452,3,7932,50.2,5,4,62.6,62.6,1.246
c_nykkar,2592,3,1837,24.2,6,6,30.3,30.3,1.252
c_nymphwood,1715,1,8469,51.9,7,4,4008.9,49.0,0.945
c_nyth,999,2,2711,29.4,5,4,62.6,62.6,2.132
c_obarval,1712,1,11494,60.5,7,4,4477.7,45.2,0.748
c_oceans_sigh,1661,1,4175,36.5,5,3,56.2,43.3,1.188
c_ochoq,1698,1,23593,86.7,7,3,6773.0,33.1,0.382
c_ochre_hills,1303,1,34689,105.1,5,5,70.3,70.3,0.669
c_odesh,1169,1,35831,106.8,7,3,195.9,58.7,0.549
c_oghrann,2447,1,1759,23.7,3,3,37.5,37.5,1.586
c_ohmai,1326,2,39890,112.7,5,5,62.6,62.6,0.556
c_okk,2564,2,4632,38.4,7,6,6949.0,58.6,1.526
c_olafstaad,2629,2,2152,26.2,7,4,5475.1,33.6,1.284
c_olattan,2397,1,27413,93.4,5,5,57.3,57.3,0.613
c_old_drivendelve,1341,2,3397,32.9,6,5,51.7,42.0,1.278
c_old_road,548,1,10836,58.7,7,6,88.8,73.1,1.244
c_old_well,90,1,10500,57.8,7,5,106.3,79.4,1.373
c_olomaa,1097,1,10626,58.2,6,6,62.6,62.6,1.077
c_olstone,813,2,7450,48.7,7,6,117.4,54.6,1.12
c_olum,596,1,11245,59.8,7,6,97.1,73.8,1.233
c_olung,454,1,6309,44.8,6,6,55.2,55.2,1.232
c_olyniak,1270,1,9164,54.0,5,5,65.2,65.2,1.207
c_ommvale,821,2,18536,76.8,5,5,84.6,84.6,1.101
c_omu,1566,4,7189,47.8,7,6,2455.9,62.4,1.304
c_ondathel,356,3,2225,26.6,5,4,42.4,34.7,1.303
c_ondene,1335,1,20978,81.7,5,5,70.8,70.8,0.867
c_ong_woods,2475,3,8244,51.2,6,5,6294.7,49.6,0.968
c_oostar,507,1,9672,55.5,5,5,62.6,62.6,1.129
c_open_marches,1448,3,3892,35.2,7,4,56.4,22.6,0.643
c_oraundil,2156,1,1977,25.1,6,3,61.9,27.9,1.11
c_orbedal,1696,1,1313,20.4,3,3,24.2,24.2,1.182
c_orbrekh_hills,1714,1,9226,54.2,7,4,4639.1,38.5,0.71
c_orbrekhland,569,1,10676,58.3,7,7,52.6,52.6,0.903
c_ordulin,260,3,5604,42.2,5,4,62.6,58.0,1.373
c_oreme,1093,1,11583,60.7,7,6,65.8,36.1,0.595
c_orgymist,1629,1,3159,31.7,4,4,45.4,45.4,1.432
c_orithar,1026,3,5156,40.5,5,3,62.6,62.6,1.546
c_orlil,1233,1,514,12.8,7,3,2674.3,17.5,1.365
c_orlumbor,1149,1,330,10.2,6,2,41.2,6.3,0.617
c_ormath,197,2,17183,74.0,6,6,65.5,65.5,0.886
c_ormen,295,4,4061,36.0,7,4,99.1,40.3,1.121
c_ormpe,769,3,5262,40.9,5,3,63.3,63.3,1.546
c_ormpetarr,606,4,4215,36.6,7,5,83.7,43.7,1.192
c_ormpur,426,2,7585,49.1,5,3,62.6,62.6,1.275
c_orogoth,1706,1,8707,52.6,7,4,4799.6,38.3,0.728
c_orolunga,460,1,9429,54.8,7,5,67.9,40.8,0.745
c_oroth,2517,1,2333,27.3,3,3,23.8,23.8,0.872
c_orphar,512,1,7000,47.2,6,4,63.4,33.0,0.699
c_orpher,767,2,6719,46.2,5,3,78.5,63.3,1.368
c_orvyltar,779,5,6233,44.5,5,4,63.3,63.3,1.42
c_oryndoll,2504,3,1631,22.8,3,3,24.2,24.2,1.061
c_oslin,615,2,7677,49.4,5,5,62.6,62.6,1.267
c_ospkur,1432,1,2553,28.5,7,2,4452.4,12.6,0.444
c_ostel,371,3,4942,39.7,6,4,56.9,43.7,1.103
c_otennath,740,2,6600,45.8,5,4,67.0,62.6,1.366
c_othars_hand,1205,3,4010,35.7,5,4,42.2,42.2,1.181
c_outer_reghed,2567,1,9917,56.2,4,4,34.7,34.7,0.617
c_outlaw_waste,553,1,17043,73.7,7,7,97.9,97.9,1.329
c_oyargh,1774,1,11051,59.3,7,4,6078.5,43.7,0.737
c_palevash,2406,1,13429,65.4,4,4,49.7,49.7,0.76
c_palischuk,2555,3,3665,34.2,3,3,27.8,27.8,0.814
c_panforza,1777,1,22356,84.4,7,4,6375.8,62.6,0.743
c_panjang_river,2487,1,23499,86.5,3,2,120.7,22.5,0.26
c_panjuis,1333,1,46109,121.1,7,6,153.2,70.7,0.583
c_pasar,1353,2,9934,56.2,6,6,68.6,68.6,1.22
c_patatak,1248,1,6942,47.0,5,4,62.6,42.0,0.894
c_pazar,1076,2,13367,65.2,5,4,66.9,66.9,1.026
c_pearl_banks,1596,1,1114,18.8,5,2,43.7,4.5,0.237
c_pehrrifaal,1717,1,7863,50.0,7,4,4062.1,47.7,0.953
c_pelandar,1672,1,4968,39.8,4,4,61.7,61.7,1.551
c_pelauvir,2466,1,4901,39.5,7,6,55.4,55.4,1.402
c_peldvale,1183,1,5476,41.8,3,3,24.2,24.2,0.579
c_pelleors_prairie,114,1,13092,64.6,6,5,71.2,55.5,0.86
c_penuh_susak,1357,1,7309,48.2,7,7,51.9,51.9,1.076
c_peqqir,874,1,17992,75.7,7,6,728.2,102.6,1.356
c_perilous,2554,4,4807,39.1,3,3,17.1,17.1,0.438
c_perpustakaan,1323,1,10675,58.3,7,6,72.4,54.3,0.932
c_peskar,1084,1,11792,61.3,5,5,62.6,62.6,1.022
c_phannaskul,690,4,4685,38.6,5,3,111.8,62.6,1.622
c_phantom_pass,1188,1,15723,70.7,6,5,62.6,50.2,0.71
c_pharren,1568,1,5881,43.3,7,6,4904.1,50.8,1.174
c_phelajarama,2414,2,2932,30.5,4,4,24.3,24.3,0.796
c_phelzol,719,3,5854,43.2,6,4,51.7,34.0,0.787
c_phent,1002,2,5825,43.1,5,4,62.6,57.4,1.333
c_phlan,341,3,5229,40.8,6,4,64.2,29.2,0.716
c_phoenix,1128,2,9310,54.4,5,5,66.7,66.7,1.226
c_phsant,1003,2,4574,38.2,5,4,62.6,41.4,1.085
c_phutan,1293,1,29663,97.2,5,5,61.8,61.8,0.636
c_pigeon_rock,892,1,29304,96.6,7,6,789.0,53.3,0.552
c_pikemans_folly,209,2,10069,56.6,6,5,105.1,105.1,1.856
c_plain_of_heroes,711,2,10225,57.1,5,4,68.9,62.6,1.098
c_plain_of_the_talon,1087,1,21656,83.0,7,7,78.2,78.2,0.942
c_plainsmarch,153,3,4089,36.1,6,5,62.6,36.7,1.017
c_po_yul_dzayul,1418,1,12360,62.7,7,6,7229.4,82.2,1.311
c_polten,369,3,4816,39.2,7,5,82.0,40.7,1.04
c_poltensmark,1577,1,5607,42.2,7,4,5705.0,46.5,1.101
c_port_ghast,693,3,3443,33.1,5,3,73.4,36.7,1.108
c_port_llast,10,2,2111,25.9,7,4,37.3,19.9,0.769
c_prastuil,794,3,9221,54.2,6,4,116.0,64.1,1.184
c_priapurl,186,2,7865,50.0,5,5,62.6,62.6,1.252
c_prints_floe,1175,1,5343,41.2,6,4,70.5,37.3,0.905
c_procampur,265,2,4385,37.4,6,4,81.0,30.0,0.803
c_proskur,184,2,7302,48.2,5,4,62.6,37.0,0.767
c_protain,776,2,3570,33.7,5,4,70.7,37.0,1.098
c_pterafolk_eyries,1420,1,5922,43.4,7,5,2535.8,53.0,1.221
c_punakha_dzong,967,1,18149,76.0,5,4,62.6,62.6,0.824
c_purple_rocks,228,1,487,12.5,5,1,74.4,0.0,0.0
c_purskul,237,2,3759,34.6,7,6,59.4,55.6,1.607
c_pyarados,1041,4,6715,46.2,3,3,23.3,23.3,0.503
c_pyratar,753,4,3635,34.0,5,3,61.8,36.7,1.079
c_qadib,951,1,8857,53.1,5,4,62.6,62.6,1.179
c_qadim_hills,1709,1,6219,44.5,7,4,4326.2,39.4,0.886
c_qanadad,1516,1,13164,64.7,4,4,31.6,31.6,0.489
c_qantun,864,1,29754,97.3,7,6,66.5,66.5,0.683
c_qaragar,1662,2,3641,34.0,5,5,41.1,41.1,1.209
c_qarintg,831,1,34044,104.1,5,4,76.0,62.6,0.602
c_qarlondrar,2518,3,5263,40.9,3,3,24.2,24.2,0.59
c_qinyi,1766,1,18748,77.3,7,4,7439.7,38.1,0.493
c_qorkh,897,1,16385,72.2,6,6,76.5,76.5,1.059
c_qosodera,1485,1,4926,39.6,5,4,47.2,47.2,1.191
c_qota,508,1,13641,65.9,6,6,64.9,64.9,0.985
c_quaraband,899,1,42427,116.2,6,6,61.8,61.8,0.532
c_quaraqand,1272,1,18838,77.4,5,5,85.1,85.1,1.099
c_quarat,586,3,6132,44.2,5,4,63.3,63.3,1.432
c_quarter_of_emptiness,1105,1,14407,67.7,6,6,69.8,69.8,1.03
c_quaver,1094,1,18067,75.8,7,7,76.1,76.1,1.004
c_quchang,2480,1,36431,107.7,3,3,24.2,24.2,0.224
c_qudalla,1491,2,5273,41.0,5,4,57.9,36.4,0.888
c_qudao,1315,1,29375,96.7,5,5,61.8,61.8,0.64
c_qudra,1396,4,3080,31.3,7,4,4851.3,23.9,0.762
c_quistrade,931,1,5417,41.5,5,4,61.4,28.8,0.695
c_quli,909,1,57925,135.8,7,6,221.1,65.1,0.479
c_quorat,1746,1,13927,66.6,7,4,5366.0,53.9,0.809
c_quretta,1754,1,5443,41.6,4,3,59.2,40.3,0.968
c_qurth_forest,546,1,5622,42.3,6,5,53.9,33.2,0.786
c_qutel,923,1,13894,66.5,5,5,86.4,86.4,1.299
c_ragado,2175,1,3619,33.9,5,3,5992.9,27.7,0.815
c_rago,1451,1,2805,29.9,4,2,26.4,26.0,0.87
c_rainbow_falls,982,3,8743,52.8,7,6,51.3,47.4,0.899
c_ralasuu_isle,638,1,618,14.0,6,2,52.6,2.0,0.143
c_ramekho,1630,1,1079,18.5,5,3,68.7,30.7,1.655
c_rashaflow,1021,1,5615,42.3,6,5,55.6,39.6,0.937
c_raskuldin,2521,3,3055,31.2,3,3,23.3,23.3,0.746
c_rassalantar,1406,3,1458,21.5,4,4,20.6,20.6,0.957
c_rassatan,397,2,4038,35.9,6,3,55.8,27.5,0.766
c_rastaal,750,1,7230,48.0,7,5,112.8,67.6,1.409
c_rathmar,1051,1,8512,52.1,7,6,62.6,46.1,0.885
c_rauder,1088,1,16595,72.7,5,5,73.0,73.0,1.004
c_raurokh,1645,1,2408,27.7,3,2,23.3,13.5,0.486
c_rauthgor,684,3,4674,38.6,3,3,23.3,23.3,0.603
c_rauthil,686,2,5367,41.3,3,3,24.2,24.2,0.585
c_ravens_bluff,263,4,2752,29.6,7,4,52.9,31.3,1.056
c_raziz,1551,1,15358,69.9,4,4,29.2,29.2,0.417
c_reaching_wood,103,1,8425,51.8,6,6,64.8,64.8,1.251
c_red_cliffs,5,1,1735,23.5,5,1,34.7,0.0,0.0
c_red_goat,963,3,12583,63.3,7,5,94.0,73.0,1.154
c_red_larch,18,3,5852,43.2,5,5,32.7,32.7,0.758
c_red_shores,661,3,3142,31.6,7,5,52.9,52.9,1.672
c_reddansyr,188,1,4417,37.5,7,5,98.9,51.2,1.364
c_redspring,331,3,3481,33.3,7,4,60.8,34.0,1.022
c_redstar,558,1,17246,74.1,6,5,82.9,64.6,0.871
c_redwater_dale,189,1,2927,30.5,7,3,64.6,26.9,0.882
c_redwaters,2615,3,1478,21.7,6,5,6492.1,35.9,1.655
c_regdasaid,1606,1,9710,55.6,4,3,47.0,23.3,0.42
c_relkaths_foot,2437,3,4852,39.3,3,3,24.2,24.2,0.615
c_remorhaz_ride,386,1,18212,76.1,5,5,62.6,62.6,0.823
c_reth,1442,2,3437,33.1,7,3,5043.4,38.9,1.176
c_rethild_shore,1734,1,12608,63.4,7,3,3906.1,41.4,0.654
c_rethmar,527,2,9074,53.7,6,6,62.6,62.6,1.165
c_riatavin,1234,4,9576,55.2,3,3,24.2,24.2,0.438
c_riders_to_the_sky,2459,1,4309,37.0,4,3,55.2,55.2,1.489
c_riftwood,488,2,9976,56.4,5,5,62.6,62.6,1.111
c_riimlost,2132,2,1919,24.7,5,5,23.0,23.0,0.931
c_rimba,1361,1,17837,75.4,6,6,62.6,62.6,0.831
c_rimlost,1679,1,3351,32.7,4,3,46.7,34.1,1.045
c_rimmator,588,3,2897,30.4,6,5,56.9,28.3,0.932
c_risha,2375,1,1665,23.0,5,3,5703.0,54.8,2.381
c_riven_frost,1264,1,26970,92.7,6,6,65.0,65.0,0.702
c_river_of_metals,1229,2,2990,30.9,7,3,5265.8,21.9,0.711
c_rivermoot,28,2,3353,32.7,6,3,52.6,34.9,1.069
c_riverride,534,1,11724,61.1,7,7,74.1,74.1,1.213
c_rivers_run,613,3,6231,44.5,5,3,63.5,37.0,0.831
c_rivershire,127,2,5483,41.8,7,5,59.2,29.5,0.707
c_road_less_traveled,984,2,4518,37.9,7,6,71.1,62.2,1.639
c_road_of_dust,1228,2,15684,70.7,3,3,24.2,24.2,0.342
c_roaringshore,72,2,6827,46.6,7,3,97.1,29.7,0.638
c_rodanar,614,2,7036,47.3,3,3,23.3,23.3,0.493
c_rogosto,1496,3,9067,53.7,4,3,37.9,35.1,0.653
c_rokthorl,1684,2,3140,31.6,6,4,52.2,25.7,0.813
c_rondeval,1648,1,2631,28.9,5,4,51.0,26.7,0.922
c_roof_of_the_world,2635,1,7829,49.9,7,6,6499.3,124.2,2.487
c_roraari,1681,1,3402,32.9,3,2,34.5,23.3,0.709
c_rorst,1641,1,5919,43.4,4,4,46.8,46.8,1.077
c_ruathym,224,2,4988,39.8,6,4,76.1,68.6,1.721
c_rubbans_tears,1533,1,2322,27.2,5,4,63.5,31.6,1.163
c_rucien_xan,584,2,4977,39.8,7,5,82.4,41.7,1.048
c_ruith,1113,3,6205,44.4,6,5,68.2,68.2,1.534
c_rume,702,3,6403,45.1,3,3,23.3,23.3,0.515
c_ruriks_end,1433,1,10665,58.3,7,6,119.4,84.3,1.447
c_rystall_wood,350,1,9145,54.0,7,6,91.4,68.0,1.26
c_sabrasha,1544,1,7735,49.6,4,3,47.0,29.0,0.584
c_sadamzar,670,2,3508,33.4,6,5,51.9,48.4,1.448
c_sadazeh,1545,1,15502,70.2,4,4,37.1,37.1,0.527
c_saekolath,2552,3,3825,34.9,3,3,23.8,23.8,0.681
c_saelmur,172,2,12253,62.5,5,4,63.3,63.3,1.013
c_saerb,2421,2,3950,35.5,3,3,22.8,22.8,0.644
c_saerloon,258,4,5350,41.3,7,3,52.6,41.4,1.004
c_safaq,1595,2,4525,38.0,5,4,48.8,37.5,0.988
c_saichik,1244,1,25235,89.6,5,5,87.0,87.0,0.971
c_saigai,1371,3,15734,70.8,5,5,74.9,74.9,1.059
c_saikhoi,981,4,5363,41.3,7,6,56.3,37.0,0.896
c_sakh,879,1,44548,119.1,5,5,90.2,90.2,0.758
c_sakina,947,1,9889,56.1,5,4,68.9,50.7,0.904
c_salira,900,2,36206,107.4,7,7,106.2,106.2,0.989
c_salju,1402,1,8194,51.1,7,5,7461.9,87.0,1.704
c_salpir,294,3,5790,42.9,5,3,72.7,37.0,0.862
c_samagard,433,2,4854,39.3,6,5,58.7,38.1,0.969
c_samargol,392,4,6579,45.8,5,3,62.6,62.6,1.369
c_sambar,287,4,4020,35.8,6,3,52.9,26.3,0.735
c_sambral,1626,2,3322,32.5,6,4,51.5,41.4,1.274
c_sammaresh,422,3,4579,38.2,5,3,62.6,37.9,0.994
c_samphos,1510,1,10429,57.6,4,3,57.3,29.1,0.505
c_sampranasz,1440,2,4417,37.5,7,3,5404.4,29.1,0.775
c_samra,1237,3,2820,30.0,7,4,4582.0,31.1,1.037
c_sandsrun,773,2,6868,46.8,5,4,73.8,62.6,1.339
c_sant,843,1,19999,79.8,5,5,67.1,67.1,0.841
c_sapphire_shores,445,2,6583,45.8,5,4,72.8,69.9,1.527
c_saraath,502,1,11294,60.0,5,5,73.8,73.8,1.23
c_saraq,1468,3,2760,29.6,4,3,38.3,26.9,0.908
c_sarenestar,152,1,9465,54.9,6,6,72.1,72.1,1.314
c_sariban,1509,1,9683,55.5,4,4,44.1,44.1,0.795
c_sarrukoth,2544,2,4498,37.8,3,3,24.2,24.2,0.639
c_sarshel,403,3,6794,46.5,5,3,91.7,37.0,0.796
c_sartha_coast,2161,1,4527,38.0,5,3,57.4,37.6,0.99
c_sathadech,1617,1,6064,43.9,3,3,24.2,24.2,0.55
c_satous,1786,1,12095,62.0,7,4,6461.9,71.0,1.145
c_satyr_road,594,1,6473,45.4,7,7,54.8,54.8,1.208
c_sawsh,1643,1,5940,43.5,4,3,74.8,55.6,1.278
c_sayf,2374,1,953,17.4,5,2,5200.5,60.1,3.453
c_scardale,280,3,1971,25.0,7,5,71.7,41.9,1.672
c_scarlet_jungle,972,1,34250,104.4,6,6,98.8,98.8,0.947
c_schamedar,149,3,6940,47.0,4,2,45.7,23.3,0.496
c_scornubel,16,2,6654,46.0,5,5,62.6,62.6,1.361
c_scrabbleground,521,1,20598,81.0,5,5,62.6,62.6,0.773
c_sea_of_salt,2425,1,9993,56.4,3,3,23.3,23.3,0.412
c_sebben,528,1,14118,67.0,5,5,64.5,64.5,0.963
c_secomber,7,2,4609,38.3,4,4,23.3,23.3,0.607
c_sefriszar,1046,3,7494,48.8,6,5,68.6,29.5,0.605
c_segaran_swamp,1166,1,20071,79.9,7,6,110.5,110.5,1.382
c_seikung,1373,4,16300,72.0,5,5,62.6,62.6,0.869
c_sekola_atas,1324,1,14419,67.7,6,6,68.6,68.6,1.013
c_sekras,2458,3,4771,39.0,4,4,24.2,24.2,0.62
c_selgaunt,256,5,3202,31.9,7,5,60.1,55.8,1.748
c_selskar_vale,2511,1,3327,32.5,3,2,23.8,14.1,0.435
c_sembabule,2122,2,26826,92.4,4,3,65.2,55.9,0.605
c_semberholme,333,3,2560,28.5,6,5,52.9,41.4,1.45
c_semkhrun,1174,2,9124,53.9,7,6,59.6,53.3,0.989
c_semphar_water,714,2,7048,47.4,5,3,62.6,37.0,0.781
c_sempharin,717,3,6483,45.4,7,6,52.9,40.5,0.892
c_sendalam,2172,2,6003,43.7,5,4,6132.4,27.3,0.624
c_senia_plateau,2331,1,7070,47.4,3,3,24.2,24.2,0.509
c_sentinel_island,2385,1,7058,47.4,7,4,125.7,52.9,1.117
c_sentinel_spire,854,3,6757,46.4,7,5,110.2,58.6,1.264
c_serpent_hills,97,1,13212,64.8,7,7,62.6,62.6,0.966
c_serpent_valley,812,2,15223,69.6,5,5,62.6,62.6,0.9
c_serpents_tail,1215,1,7316,48.3,7,5,4624.0,40.4,0.836
c_serzeman_bamar,1535,1,955,17.4,5,3,39.5,8.9,0.513
c_seshano,1787,1,8334,51.5,7,3,7005.5,43.7,0.849
c_sesserash,515,1,9246,54.3,5,5,64.1,64.1,1.181
c_sessrenglade,281,2,3463,33.2,7,6,75.8,54.1,1.629
c_settlestone,1413,3,1587,22.5,3,2,23.3,14.1,0.629
c_seventon,2476,1,13709,66.1,6,5,6716.6,47.2,0.714
c_severed_hand,2566,2,850,16.4,6,6,21.5,21.5,1.31
c_sezilinta,766,3,4267,36.9,5,3,62.6,52.9,1.435
c_shaareach_forest,535,1,9479,54.9,6,5,61.8,42.0,0.765
c_shaargald,1725,1,10538,57.9,7,4,4422.1,53.0,0.916
c_shaarmid,530,3,20101,80.0,5,5,73.4,73.4,0.918
c_shaddath,377,1,4754,38.9,7,6,52.9,37.1,0.953
c_shadowdale,282,3,2206,26.5,7,5,70.2,48.3,1.823
c_shadowed_grave,1729,1,13083,64.5,7,4,3771.1,78.8,1.221
c_shadowglade,2604,1,3611,33.9,5,5,53.3,53.3,1.572
c_shadows_end,587,3,3810,34.8,7,5,114.9,51.7,1.486
c_shaelyn,1143,3,4370,37.3,4,4,45.5,45.5,1.219
c_shakham,1455,2,9545,55.1,4,3,58.5,49.2,0.892
c_shakkak,1269,1,3838,35.0,6,5,52.9,41.4,1.184
c_shalanar,164,3,8499,52.0,6,6,52.6,52.6,1.012
c_shamandra,1416,1,904,17.0,7,1,5192.5,0.0,0.0
c_shamph,573,3,5213,40.7,3,3,23.3,23.3,0.571
c_shan_sao,1330,1,33104,102.7,5,5,63.0,63.0,0.614
c_shandaular,2540,1,4127,36.2,3,2,23.3,14.1,0.39
c_shangtao,2483,2,9256,54.3,3,3,23.3,23.3,0.429
c_shannath,1254,1,24474,88.3,5,4,80.5,80.5,0.912
c_shanshu,1305,2,64333,143.1,5,5,70.4,70.4,0.492
c_shantal,1195,1,3972,35.6,6,6,51.9,51.9,1.46
c_sharandar,2428,2,4325,37.1,3,3,23.3,23.3,0.627
c_sharawood,486,1,13243,64.9,5,5,61.8,61.8,0.953
c_sharira,1623,1,3419,33.0,5,3,41.8,24.4,0.74
c_shattered_tower,1098,1,19123,78.0,6,6,64.0,64.0,0.82
c_shatterwave,455,1,4970,39.8,6,4,67.1,31.6,0.794
c_shay_hills,838,1,29254,96.5,6,6,62.6,62.6,0.649
c_shederran_grove,2625,1,2443,27.9,7,6,6273.7,38.5,1.38
c_sheirtalar,425,4,6168,44.3,5,3,62.6,37.0,0.835
c_shentsa,1329,1,19019,77.8,5,5,63.3,63.3,0.813
c_shey_chorten,973,1,17732,75.1,5,5,70.8,70.8,0.943
c_shih_tuh,1274,2,12487,63.0,7,4,128.0,64.5,1.023
c_shihfang,1310,2,27533,93.6,7,7,57.3,57.3,0.612
c_shilku_bay,449,2,3415,33.0,7,4,101.0,45.5,1.379
c_shilmista,89,1,8002,50.5,7,6,74.7,43.0,0.853
c_shining_gap,555,1,12110,62.1,6,6,62.6,62.6,1.009
c_shining_white,2510,1,5567,42.1,4,4,29.3,29.3,0.695
c_ship_isle,800,1,672,14.6,6,2,52.5,1.0,0.068
c_ship_of_the_gods,658,1,657,14.5,6,3,52.9,23.3,1.608
c_shipgrave_isles,1086,1,1789,23.9,7,2,103.3,39.5,1.654
c_shirc,856,1,16851,73.2,7,7,54.5,54.5,0.743
c_shivering_coast,2634,1,10886,58.9,7,4,6501.4,141.3,2.401
c_shoal_of_thirst,1099,5,3770,34.6,7,3,66.1,53.8,1.552
c_shoonach,1412,4,2643,29.0,7,6,3668.8,45.5,1.57
c_shota,875,1,16190,71.8,7,7,72.2,72.2,1.006
c_shou_kuan,1383,3,22837,85.3,5,5,62.6,62.6,0.735
c_shrouded_lands,326,1,2724,29.4,5,2,52.9,17.5,0.593
c_shussel,669,3,5539,42.0,6,4,64.2,37.2,0.886
c_sidewinder_wood,987,1,13000,64.3,5,5,62.6,62.6,0.974
c_sidi_island,1489,1,1273,20.1,4,3,25.5,16.1,0.801
c_sierrak,2137,1,4670,38.6,4,4,35.8,35.8,0.93
c_sigram,1508,1,7501,48.9,4,4,45.3,45.3,0.927
c_siiluth,1108,4,3542,33.6,5,3,42.0,42.0,1.252
c_sikak,1592,3,6241,44.6,4,3,35.9,28.0,0.629
c_siksuv,1257,1,13282,65.0,5,5,77.6,77.6,1.194
c_silapathar,1389,1,23865,87.2,7,6,116.0,98.7,1.132
c_silver_hills,1116,3,5691,42.6,5,5,65.8,65.8,1.545
c_silvermoon_pass,30,3,2851,30.1,6,4,52.9,20.9,0.693
c_silverwood,1409,1,3035,31.1,7,5,5264.3,47.0,1.512
c_silverymoon,25,4,2640,29.0,7,4,52.9,27.6,0.952
c_simbaya,946,2,10183,56.9,6,5,76.0,64.3,1.129
