barony,county,ck3_province,seed_x,seed_y,current_centroid_x,current_centroid_y,dist_px,seed_in_current_cell,current_seed_source
b_stormhelm,c_stormhelm,59,870,2653,871.8,2652.4,1.9,yes,capital_position
b_djerad_tauro,c_stormslough,66,990,2612,1001.9,2609.1,12.3,yes,capital_position
b_stormy_high,c_stormy_high,1286,6550,3398,6580.6,3396.8,30.6,yes,capital_position
b_sulaziir,c_sulaziir,2431,3683,4025,3673.3,4013.7,14.9,yes,capital_position
b_marrass,c_sulaziir,2432,3653,3998,3728.0,4007.1,75.5,no,sampled
b_suldanessellar,c_suldanessellar,2680,2842,2372,2844.1,2372.1,2.1,yes,capital_position
b_kinbranch,c_suldanessellar,2684,2817,2362,2876.7,2356.8,59.9,no,sampled
b_kings_tree,c_suldanessellar,2682,2846,2346,2811.4,2345.0,34.6,no,sampled
b_nebulae_pool,c_suldanessellar,2683,2862,2370,2816.4,2391.1,50.3,no,sampled
b_swanmays_glade,c_suldanessellar,2681,2830,2370,2786.0,2381.0,45.3,no,sampled
b_suldolphor,c_suldolphor,383,3278,2919,3266.5,2925.1,13.0,yes,capital_position
b_sultim,c_sultim,1611,5092,2243,5096.4,2253.9,11.7,yes,capital_position
b_haripan,c_sultim,1613,5144,2260,5158.2,2231.7,31.6,no,sampled
b_vursanj,c_sultim,1612,5076,2266,5142.6,2275.9,67.3,no,sampled
b_scarlet_moon_hall,c_sumber_hills,2014,2412,918,2405.2,919.3,7.0,yes,capital_position
b_rivergard,c_sumber_hills,2016,2406,924,2412.0,900.1,24.6,no,sampled
b_sacred_stone,c_sumber_hills,2015,2404,920,2410.8,940.6,21.7,no,sampled
b_sumbrar,c_sumbrar,963,515,1578,515.0,1582.3,4.3,yes,capital_position
b_sumbria,c_sumbria,473,4261,2325,4262.2,2325.4,1.3,yes,capital_position
b_geguna,c_sumbria,475,4281,2337,4273.6,2344.5,10.5,yes,sampled
b_kirenzia,c_sumbria,474,4279,2315,4288.0,2318.4,9.6,yes,sampled
b_alarah,c_sumuk_island,3281,5811,6138,5813.5,6135.3,3.7,yes,capital_position
b_masters_hall_sbr,c_sundabar,1912,2836,650,2827.0,652.8,9.4,yes,capital_position
b_hall_of_vigilance,c_sundabar,1914,2858,623,2882.4,623.1,24.4,yes,sampled
b_newfort,c_sundabar,1915,2868,644,2868.8,658.9,14.9,yes,sampled
b_sundabar,c_sundabar,1913,2848,632,2836.2,598.5,35.5,no,sampled
b_sundasz,c_sundasz,2211,4488,3175,4489.5,3172.9,2.6,yes,capital_position
b_sunderstaad,c_sunder,2738,2014,1404,2023.3,1386.6,19.7,yes,capital_position
b_sundice,c_sundice,823,5058,545,5071.4,535.1,16.6,yes,capital_position
b_sundrah,c_sundrah,1438,1830,2853,1838.4,2864.7,14.4,yes,capital_position
b_orostling,c_sundrah,1439,1801,2825,1814.4,2817.2,15.5,yes,sampled
b_sunglade,c_sunglade,1064,4644,1983,4681.9,1983.8,37.9,yes,capital_position
b_rotimur,c_sunrise_hills,125,1091,2880,1098.2,2874.8,8.9,yes,capital_position
b_kash,c_suns_eye,1394,6432,4596,6437.6,4564.0,32.5,yes,capital_position
b_aguland,c_suns_eye,1395,6385,4621,6334.4,4663.6,66.2,no,sampled
b_sunset,c_sunset,2765,1687,1694,1691.2,1691.9,4.7,yes,capital_position
b_thandril,c_sunset_foothills,285,3180,1551,3183.9,1550.0,4.0,yes,capital_position
b_mordyr,c_sunset_rocks,1314,5686,3363,5669.8,3345.5,23.9,yes,capital_position
b_suntar,c_suntar,1270,6065,3408,6055.7,3414.0,11.1,yes,capital_position
b_carish,c_suntar,1272,6049,3431,6087.1,3412.4,42.4,no,sampled
b_khis,c_suntar,1271,6084,3419,6071.3,3378.5,42.4,no,sampled
b_suormpar,c_suormpar,1287,6167,3177,6173.8,3180.0,7.5,yes,capital_position
b_jata,c_suormpar,1289,6151,3200,6180.1,3139.2,67.4,no,sampled
b_ravvan,c_suormpar,1288,6186,3189,6148.3,3220.2,49.0,no,sampled
b_surag,c_surag,1810,5127,1940,5124.3,1944.0,4.9,yes,capital_position
b_kurkha,c_surag,1812,5094,1971,5108.2,1968.6,14.4,yes,sampled
b_thazrumaros,c_surag,1811,5117,1974,5106.2,1917.4,57.6,no,sampled
b_surbar,c_surbar,1273,6143,3324,6140.6,3324.3,2.5,yes,capital_position
b_halahanyl,c_surbar,1274,6114,3296,6148.1,3276.9,39.1,yes,sampled
b_shandan,c_surbar,1275,6127,3347,6143.5,3371.8,29.8,no,sampled
b_griffons_nest,c_surbrin_hills,1980,2420,658,2422.1,655.9,3.0,yes,capital_position
b_surbroar,c_surbroar,1600,5123,2612,5119.1,2604.8,8.2,yes,capital_position
b_arshe,c_surbroar,1602,5094,2585,5099.1,2642.4,57.6,no,sampled
b_azanana,c_surbroar,1601,5103,2632,5155.4,2597.5,62.8,no,sampled
b_surcross,c_surcross,1882,4818,1727,4827.3,1724.7,9.6,yes,capital_position
b_saradush,c_surkazar,2653,3114,2534,3131.0,2541.0,18.3,yes,capital_position
b_colbertann,c_surkazar,2654,3085,2540,3130.2,2501.9,59.1,no,sampled
b_spires_against_the_stars,c_surkazar,2655,3085,2507,3066.2,2553.3,50.0,no,sampled
b_surkh,c_surkh,530,3481,2419,3478.4,2417.8,2.9,yes,capital_position
b_ulken,c_surkh,531,3419,2403,3406.0,2395.1,15.2,yes,sampled
b_dagleth,c_surmarsh,1781,5029,1672,4984.6,1690.7,48.2,yes,capital_position
b_surraer,c_surraer,92,476,2579,476.1,2589.3,10.3,yes,capital_position
b_surtowers,c_surthay,1777,5058,1672,5056.0,1674.9,3.5,yes,capital_position
b_true_surthay,c_surthay,1779,5119,1674,5095.6,1667.3,24.3,no,sampled
b_westsulkh,c_surthay,1778,5043,1696,5143.3,1669.0,103.9,no,sampled
b_azoun_palace,c_suzail,974,3339,1741,3342.8,1741.0,3.8,yes,capital_position
b_hilp,c_suzail,976,3323,1717,3349.2,1721.5,26.6,no,sampled
b_jesters_green,c_suzail,977,3343,1725,3325.6,1727.8,17.6,no,sampled
b_suzail,c_suzail,975,3343,1731,3369.6,1723.2,27.7,no,sampled
b_suzhai,c_suzhai,2979,7683,1918,7687.7,1919.3,4.8,yes,capital_position
b_svardborg,c_svardborg,2708,1838,392,1839.1,390.8,1.6,yes,capital_position
b_ouranalathas_tower,c_syevyer_forest,2188,5631,1678,5646.9,1664.5,20.9,yes,capital_position
b_argen_tellirynd,c_synnoria,2751,1950,1744,1948.3,1736.7,7.5,yes,capital_position
b_szant,c_szant,77,317,2825,318.4,2822.5,2.9,yes,capital_position
b_achaurax,c_szant,78,307,2804,293.4,2858.8,56.5,no,sampled
b_szith_morcane,c_szith_morcane,3669,3585,1363,3582.8,1358.5,5.1,yes,capital_position
b_szul,c_szul,1737,4974,1930,4976.2,1926.5,4.2,yes,capital_position
b_rautham,c_szul,1738,4998,1938,5018.6,1911.9,33.3,no,sampled
b_taam,c_taam,3480,5455,6126,5461.8,6124.0,7.1,yes,capital_position
b_tadabbur,c_tadabbur,3212,6542,5602,6535.3,5605.8,7.7,yes,capital_position
b_al_hamidiyah,c_tadabbur,3213,6581,5587,6537.5,5568.9,47.1,no,sampled
b_ronralal,c_tadabbur,3214,6575,5604,6585.9,5596.0,13.5,yes,sampled
b_nhobel,c_taertal_gates,2472,3292,4078,3295.2,4091.6,14.0,yes,capital_position
b_grasmere,c_taertal_gates,2473,3313,4053,3306.6,4036.6,17.6,yes,sampled
b_taham,c_taham,3332,5608,5327,5605.9,5316.6,10.6,yes,capital_position
b_al_qufag,c_taham,3333,5643,5321,5700.4,5277.4,72.1,no,sampled
b_taikho,c_taikho_gaze,3156,7417,1721,7418.3,1719.2,2.2,yes,capital_position
b_taishan,c_taishan,3088,7767,3650,7792.7,3651.2,25.7,yes,capital_position
b_nanxing,c_taishan,3089,7755,3681,7704.2,3677.6,50.9,no,sampled
b_tajar,c_tajar,3347,5438,5917,5439.6,5920.3,3.7,yes,capital_position
b_miladis,c_tajar,3348,5461,5915,5446.1,5880.0,38.1,no,sampled
b_takeyef,c_takeyef,3351,5426,5825,5429.6,5827.5,4.3,yes,capital_position
b_takrit,c_takrit,1708,6174,2466,6177.7,2468.0,4.2,yes,capital_position
b_dayr,c_takrit,1710,6139,2471,6218.0,2447.1,82.5,no,sampled
b_simman,c_takrit,1709,6159,2489,6138.8,2466.7,30.1,no,sampled
b_sangal,c_takt_muren,1478,7032,2505,7014.0,2518.0,22.2,yes,capital_position
b_talab,c_talab,3300,6084,5948,6075.4,5959.4,14.3,yes,capital_position
b_jurdabis,c_talab,3301,6094,5938,6127.7,5961.7,41.2,no,sampled
b_zabrila,c_talab,3302,6104,5960,6061.2,5912.7,63.8,no,sampled
b_ataz_muhaha,c_talacoast,602,2197,3345,2193.0,3335.7,10.1,yes,capital_position
b_hastou,c_talacoast,603,2143,3339,2158.9,3353.1,21.3,yes,sampled
b_kunnya,c_talacoast,604,2172,3367,2185.5,3378.1,17.5,yes,sampled
b_talagbar,c_talagbar,789,4290,1125,4282.0,1124.3,8.0,yes,capital_position
b_the_rock,c_talagbar,790,4300,1115,4317.7,1117.8,17.9,no,sampled
b_talara,c_talaran_highlands,110,399,2360,400.1,2358.2,2.2,yes,capital_position
b_hundard,c_talarvale,2280,3692,3468,3682.5,3464.7,10.0,yes,capital_position
b_talathgard,c_talathgard,2441,3589,3728,3588.5,3728.0,0.5,yes,capital_position
b_achathila,c_talathgard,2443,3559,3701,3631.6,3733.4,79.5,no,sampled
b_talath_pass,c_talathgard,2442,3599,3718,3540.9,3713.2,58.3,no,sampled
b_oeble,c_talduth_vale,419,3624,3011,3599.4,3013.1,24.7,yes,capital_position
b_emrys,c_talduth_vale,420,3610,3030,3695.2,2995.9,91.7,no,sampled
b_ogden,c_talffolk,2727,2043,1559,2044.1,1557.5,1.8,yes,capital_position
b_cobh,c_talffolk,2728,2027,1582,2050.8,1575.6,24.7,yes,sampled
b_torriage_wood,c_talffolk,2729,2049,1571,2042.3,1535.8,35.8,no,sampled
b_taliat,c_taliat,3314,5269,5292,5271.0,5293.4,2.4,yes,capital_position
b_omidihreza,c_taliat,3315,5301,5286,5337.6,5279.1,37.2,no,sampled
b_qatimis,c_taliat,3317,5285,5274,5289.8,5261.8,13.2,yes,sampled
b_teuveamanthaar,c_tall_trees,2046,2821,746,2811.2,745.1,9.8,yes,capital_position
b_kerymnaar,c_tall_trees,2048,2788,783,2820.7,718.7,72.1,no,sampled
b_morkermhoarth,c_tall_trees,2047,2842,728,2852.3,761.2,34.7,no,sampled
b_vale_of_memory,c_tall_trees,2049,2803,736,2803.9,775.7,39.7,no,sampled
b_taltempla,c_taltempla,952,413,1387,392.5,1393.3,21.4,yes,capital_position
b_grove_of_the_four_winds,c_taltempla,953,386,1404,454.7,1391.0,70.0,no,sampled
b_the_green_paths,c_taltempla,954,433,1399,437.6,1356.2,43.1,no,sampled
b_talukhi,c_talukhi,2162,5316,1379,5282.9,1409.2,44.8,yes,capital_position
b_tammar,c_tammar,1883,4836,1649,4827.8,1648.2,8.2,yes,capital_position
b_simbath,c_tammar,1884,4806,1621,4890.4,1634.9,85.5,no,sampled
b_tane,c_tane,2155,5504,1625,5491.5,1617.1,14.7,yes,capital_position
b_tangkap,c_tangkap,2314,7468,4590,7463.3,4568.5,22.0,yes,capital_position
b_the_tangled_trees,c_tangled_trees,860,3890,1471,3879.7,1471.0,10.3,yes,capital_position
b_gielaph,c_tangled_trees,861,3860,1444,3923.3,1449.0,63.5,no,sampled
b_five_spears_hold,c_tanistan,2676,3258,2520,3257.2,2529.1,9.1,yes,capital_position
b_praskallest,c_tanistan,2677,3239,2534,3214.8,2512.5,32.3,no,sampled
b_rivenshield,c_tanistan,2678,3286,2532,3303.0,2514.5,24.4,yes,sampled
b_tantay,c_tantay,170,7720,355,7742.6,351.6,22.8,yes,capital_position
b_highbank_forest,c_tantras,1111,4066,1586,4078.5,1589.2,12.9,yes,sampled
b_house_of_glory,c_tantras,1109,4097,1580,4081.4,1564.3,22.1,no,sampled
b_orlimmin,c_tantras,1110,4075,1571,4061.2,1567.7,14.2,no,sampled
b_tantras,c_tantras,1108,4070,1569,4100.5,1575.3,31.1,no,sampled
b_jinchou,c_taotie,3055,8064,1948,8036.7,1931.0,32.2,yes,capital_position
b_guanghai,c_taotie,3056,8035,1948,8128.6,1980.6,99.1,no,sampled
b_tapenga,c_tapenga,3036,7589,3005,7590.1,3006.2,1.7,yes,capital_position
b_guangqiu,c_tapenga,3037,7599,2995,7656.7,2964.5,65.3,no,sampled
b_suchun,c_tapenga,3038,7560,2978,7519.4,3008.7,50.9,no,sampled
b_taran,c_taranmire,114,534,2356,538.4,2353.2,5.2,yes,capital_position
b_tariatooroi,c_tariatooroi,3132,6809,1270,6826.1,1237.0,37.2,yes,capital_position
b_kharaifat,c_tarikat_island,3564,5281,6476,5283.3,6474.4,2.8,yes,capital_position
b_tarmalune,c_tarmalune,1,884,2815,881.5,2812.7,3.4,yes,capital_position
b_arendenmore,c_tarmalune,2,902,2806,895.9,2839.7,34.3,no,sampled
b_tarnhall,c_tarnhall,2212,4472,3202,4472.3,3204.3,2.3,yes,capital_position
b_hithlade,c_tarnhall,2213,4482,3193,4490.6,3222.0,30.2,no,sampled
b_nargabar,c_tarnhall,2214,4492,3214,4457.7,3186.2,44.2,no,sampled
b_tarsith,c_tarsith,21,528,2821,517.3,2813.0,13.4,yes,capital_position
b_kust,c_tarsith,22,571,2833,561.6,2833.9,9.5,yes,sampled
b_taruin,c_taruin,659,2307,3634,2290.0,3639.7,17.9,yes,capital_position
b_ash_kaba,c_taruin,660,2342,3638,2373.2,3633.7,31.5,yes,sampled
b_tangath,c_tashan_gap,1567,2832,3576,2833.0,3575.1,1.3,yes,capital_position
b_tashluta,c_tashluta,1564,2741,3544,2728.9,3542.6,12.2,yes,capital_position
b_kondo,c_tashluta,1565,2760,3556,2769.9,3543.3,16.1,yes,sampled
b_taskaunt,c_taskaunt,2842,4726,2072,4726.0,2064.0,8.0,yes,capital_position
b_lasdur,c_taskaunt,2843,4752,2055,4737.9,2027.6,30.8,yes,sampled
b_tatanulgts,c_tatanulgts,3145,6882,2217,6878.6,2222.2,6.2,yes,capital_position
b_sunrise_peak,c_taurax,832,3954,502,3943.8,516.5,17.7,yes,capital_position
b_tauros,c_tauros,307,3237,1010,3223.9,994.0,20.6,yes,capital_position
b_tayabuk,c_tayabuk,3204,6663,5532,6655.9,5495.6,37.1,yes,capital_position
b_tayaraan,c_tayaraan,3524,6454,5823,6469.1,5838.3,21.5,yes,capital_position
b_momayo,c_tayaraan,3525,6481,5870,6418.2,5834.7,72.0,no,sampled
b_senza,c_tayaraan,3526,6473,5835,6465.8,5781.2,54.3,no,sampled
b_tchinggult,c_tching,677,2528,3644,2523.7,3640.2,5.7,yes,capital_position
b_heyt,c_tching,678,2492,3650,2480.9,3650.8,11.2,yes,sampled
b_moba,c_tching,679,2498,3617,2555.3,3639.8,61.7,no,sampled
b_tegals_mark,c_tegals_mark,877,3786,1561,3782.8,1562.8,3.7,yes,capital_position
b_tasselheart,c_tegals_mark,879,3800,1580,3784.0,1543.0,40.3,no,sampled
b_the_just_hammer,c_tegals_mark,878,3790,1541,3806.4,1574.9,37.7,no,sampled
b_tehing,c_tehing,2327,7869,4770,7881.5,4757.4,17.8,yes,capital_position
b_teladem,c_teladem,3459,4967,5614,4998.8,5597.1,36.0,yes,capital_position
b_telah,c_telah,3354,5225,5548,5242.4,5548.0,17.4,yes,capital_position
b_telflamm,c_telflamm,1860,4609,1682,4613.8,1682.1,4.8,yes,capital_position
b_castle_balindre,c_telflamm,1861,4593,1705,4645.8,1661.1,68.7,no,sampled
b_hall_of_the_avenging_hammer,c_telflamm,1863,4628,1694,4593.2,1708.2,37.6,no,sampled
b_telox,c_telox,23,462,2831,464.8,2828.6,3.7,yes,capital_position
b_telpir,c_telpir,1106,3937,1942,3929.3,1938.2,8.6,yes,capital_position
b_st_caham,c_telpir,1107,3952,1965,3950.8,1983.9,19.0,yes,sampled
b_tembasi,c_tembasi,641,1926,3566,1923.2,3572.8,7.4,yes,capital_position
b_tempat_larang,c_tempat_larang,2309,7493,4793,7444.2,4816.9,54.3,yes,capital_position
b_cirik,c_tensteps,2255,4413,3070,4419.2,3072.7,6.8,yes,capital_position
b_tera_dur,c_tera_dur,113,599,2376,595.7,2380.4,5.5,yes,capital_position
b_terbakar,c_terbakar,1228,5877,2970,5882.9,2963.6,8.7,yes,capital_position
b_teri,c_teri,3101,6806,1879,6796.5,1892.0,16.1,yes,capital_position
b_teshburl,c_teshburl,324,2537,2724,2538.2,2730.9,7.1,yes,capital_position
b_ibinhalt,c_teshburl,327,2522,2747,2504.8,2720.0,32.0,no,sampled
b_st_litwans,c_teshburl,326,2557,2735,2515.9,2688.7,61.9,no,sampled
b_teshwave,c_teshwave,914,3686,1279,3677.9,1281.3,8.4,yes,capital_position
b_teshwave_manor,c_teshwave,915,3665,1272,3694.0,1251.1,35.7,no,sampled
b_teshyll,c_teshyll,329,2674,2726,2670.2,2717.6,9.3,yes,capital_position
b_tethyamar,c_tethyamar,3672,3556,1303,3551.9,1300.4,4.9,yes,capital_position
b_helgrinns_arch,c_tethyamar,3674,3579,1295,3554.2,1322.9,37.3,no,sampled
b_ironthrone,c_tethyamar,3673,3579,1311,3579.2,1295.7,15.3,yes,sampled
b_tezarbal,c_tezarbal,2290,3868,2984,3870.5,2990.0,6.5,yes,capital_position
b_teziir,c_teziir,1096,3401,1858,3396.0,1854.2,6.3,yes,capital_position
b_daragang,c_teziir,1097,3386,1881,3363.7,1874.6,23.2,yes,sampled
b_noum,c_teziir,1098,3393,1848,3423.6,1844.4,30.8,no,sampled
b_tezir_on_the_marsh,c_tezir,1875,5019,1641,4969.1,1652.9,51.3,yes,capital_position
b_thandyl,c_thandyl,1639,5451,2339,5432.6,2322.2,24.9,yes,capital_position
b_alzayat,c_thandyl,1640,5426,2313,5492.1,2361.5,82.0,no,sampled
b_fangjaws_hold,c_thar,761,3960,1195,3963.1,1193.3,3.6,yes,capital_position
b_thargill,c_thargill,2698,2723,2382,2719.7,2384.7,4.3,yes,capital_position
b_tharkar,c_tharkar,1329,6192,3578,6191.0,3581.6,3.8,yes,capital_position
b_dasoda,c_tharkar,1330,6163,3550,6269.1,3603.6,118.8,no,sampled
b_dimu,c_tharkar,1332,6211,3589,6179.9,3546.2,52.9,no,sampled
b_urbeth,c_tharsult,443,3098,3236,3098.1,3231.7,4.3,yes,capital_position
b_aunthurr,c_tharsult,444,3083,3259,3121.9,3213.6,59.8,no,sampled
b_chastel,c_tharsult,446,3083,3224,3092.4,3261.0,38.2,no,sampled
b_funearil,c_tharsult,445,3104,3234,3068.4,3242.3,36.6,no,sampled
b_thasselen,c_thasselen,1796,4926,2114,4914.7,2119.8,12.7,yes,capital_position
b_nishkashes,c_thasselen,1798,4910,2137,4952.5,2125.8,43.9,no,sampled
b_sekbrax,c_thasselen,1797,4945,2126,4930.5,2085.1,43.4,no,sampled
b_shevel,c_thasunta,2145,5180,1506,5181.5,1498.8,7.4,yes,capital_position
b_thasunta,c_thasunta,2146,5164,1510,5193.6,1534.8,38.6,no,sampled
b_thaymount_citadel,c_thaymount,1731,4988,1885,4983.3,1888.5,5.9,yes,capital_position
b_bolchal,c_thaymount,1732,5015,1895,5017.8,1882.5,12.9,yes,sampled
b_csim,c_thaymount,1733,5015,1887,4990.9,1865.8,32.1,no,sampled
b_thazar_keep,c_thazar,1784,5201,2006,5213.2,2004.3,12.3,yes,capital_position
b_hebe,c_thazar,1785,5168,1979,5163.3,1970.9,9.3,yes,sampled
b_thazar_pass,c_thazar_pass,3665,5277,2008,5284.2,2009.6,7.4,yes,capital_position
b_krenlith,c_thazarim,1786,5137,2110,5135.1,2110.7,2.0,yes,capital_position
b_zunthra,c_thazarim,1787,5168,2128,5173.9,2123.1,7.7,yes,sampled
b_thund_greatharbor_anchorage,c_the_alaor,1788,4988,2210,4992.4,2204.9,6.7,yes,capital_position
b_five_lions,c_the_allascar,509,3849,2161,3845.9,2160.4,3.2,yes,capital_position
b_marikor,c_the_allascar,511,3858,2151,3856.9,2186.0,35.0,no,sampled
b_shaus,c_the_allascar,510,3868,2172,3849.7,2129.1,46.6,no,sampled
b_jockteleg,c_the_alley,313,3604,853,3618.3,831.3,26.0,yes,capital_position
b_portage,c_the_anchorage,2715,450,230,453.9,231.1,4.1,yes,capital_position
b_al_tir,c_the_bird,3401,5312,5104,5311.5,5104.5,0.7,yes,capital_position
b_twilight_hold,c_the_bleak_plain,1996,3090,421,3119.3,428.9,30.4,yes,capital_position
b_truespir,c_the_bleak_plain,1997,3122,419,3031.6,397.2,92.9,no,sampled
b_chanth,c_the_burn,274,3366,1434,3367.3,1431.8,2.6,yes,capital_position
b_the_calves,c_the_calves,3471,6843,6222,6868.1,6200.6,33.0,yes,capital_position
b_ravenwing,c_the_camels_hump,3408,5226,4776,5228.2,4773.9,3.1,yes,capital_position
b_muzefroun,c_the_chador,3409,5180,4711,5180.8,4709.6,1.6,yes,capital_position
b_chova_step,c_the_chultengar,625,2189,3554,2190.1,3553.8,1.1,yes,capital_position
b_orglaunt,c_the_crags,1983,2264,588,2268.4,585.7,5.0,yes,capital_position
b_al_raqsa,c_the_dancer,3403,5205,5079,5193.5,5074.9,12.2,yes,capital_position
b_kerkejez,c_the_dancer,3404,5176,5051,5230.8,5085.9,65.0,no,sampled
b_keep_of_dawn,c_the_dawn_warrior,1442,2350,3298,2351.0,3295.4,2.8,yes,capital_position
b_daoine_dun,c_the_dells,202,3227,2151,3230.7,2145.6,6.5,yes,capital_position
b_jarazah,c_the_dune,3407,5338,4692,5337.9,4691.4,0.7,yes,sampled
b_hesparin,c_the_duskwood,428,3800,2931,3800.3,2931.1,0.3,yes,capital_position
b_startop,c_the_evermoors,1987,2565,660,2584.2,677.8,26.2,yes,capital_position
b_al_oyun,c_the_eyes,3392,5490,4826,5496.0,4831.7,8.2,yes,capital_position
b_alarara,c_the_eyes,3393,5520,4824,5499.1,4784.2,44.9,no,sampled
b_djerad_madara,c_the_fang,105,612,2556,622.1,2546.9,13.6,yes,capital_position
b_dauntshield,c_the_faraway,505,3909,2126,3906.9,2137.5,11.7,yes,capital_position
b_ravilars_cloak,c_the_faraway,506,3929,2137,3920.8,2098.5,39.4,no,sampled
b_farmeadows,c_the_farmeadows,972,261,1354,254.1,1366.0,13.9,yes,capital_position
b_ullhonoris,c_the_farmeadows,973,251,1328,279.6,1322.3,29.2,yes,sampled
b_blackstars,c_the_fell_wood,1965,2193,511,2181.2,517.6,13.5,yes,capital_position
b_argent_rock,c_the_flats,268,3159,1434,3161.6,1432.2,3.2,yes,capital_position
b_seaspray,c_the_flint,246,2158,2081,2140.0,2067.7,22.4,yes,capital_position
b_deadsnows,c_the_fork,1902,2956,603,2947.4,609.1,10.6,yes,capital_position
b_al_qalat,c_the_fortress,3405,5178,5227,5196.0,5213.5,22.5,yes,capital_position
b_kuldahar,c_the_great_oak,1947,2166,455,2168.8,453.2,3.3,yes,capital_position
b_treley,c_the_great_spire,3175,6051,560,6050.4,548.3,11.7,yes,capital_position
b_the_icefields,c_the_icefields,1941,2289,349,2286.4,340.8,8.6,yes,capital_position
b_aurilssbarg,c_the_icepeak,2703,1896,511,1898.7,508.7,3.5,yes,capital_position
b_esford,c_the_imnescourse,216,2803,2153,2799.1,2149.5,5.2,yes,capital_position
b_shepardston,c_the_imnescourse,217,2741,2139,2739.2,2131.6,7.6,yes,sampled
b_harnor,c_the_jaws,1071,4058,1893,4058.9,1902.3,9.3,yes,capital_position
b_fenzorwyn,c_the_nath,2474,3855,3769,3849.8,3745.8,23.8,yes,capital_position
b_ranraths_run,c_the_neth_stand,408,3391,2919,3393.3,2917.5,2.8,yes,capital_position
b_starshadow,c_the_old_trees,2038,2557,969,2544.2,964.5,13.6,yes,capital_position
b_old_trees,c_the_old_trees,2039,2555,988,2605.8,941.6,68.8,no,sampled
b_pearlhouse,c_the_pearls,251,2379,2728,2380.6,2726.5,2.2,yes,capital_position
b_tarnring,c_the_perloush,504,3909,2061,3912.4,2059.3,3.8,yes,capital_position
b_red_cove,c_the_red_giant,2407,3995,4391,3996.9,4388.4,3.2,yes,capital_position
b_halfhap,c_the_ride,291,3495,1551,3481.1,1559.3,16.2,yes,capital_position
b_darkenshield,c_the_ride,292,3477,1545,3519.8,1560.8,45.7,no,sampled
b_geneva_lake,c_the_ride,293,3479,1574,3475.7,1519.5,54.6,no,sampled
b_orlsfall,c_the_ridge,211,2873,2016,2855.6,2013.1,17.6,yes,capital_position
b_burrowville,c_the_ridge,212,2916,2016,2927.0,2017.7,11.1,yes,sampled
b_the_rift,c_the_rift,1948,2207,445,2207.2,446.5,1.6,yes,capital_position
b_greenleaf_vale,c_the_rockshaws,2944,2682,1178,2689.0,1167.9,12.3,yes,capital_position
b_the_rookery,c_the_rookery,247,2145,2143,2180.1,2133.0,36.5,yes,capital_position
b_orofin,c_the_saiyaddar,260,3321,1375,3315.7,1376.2,5.4,yes,capital_position
b_samargard,c_the_samarlogh,651,2207,3695,2189.3,3695.6,17.7,yes,capital_position
b_flatdrift,c_the_samarlogh,652,2178,3668,2239.2,3673.1,61.4,no,sampled
b_jullatgrave,c_the_scarland,2231,4800,3251,4803.0,3255.0,5.0,yes,capital_position
b_sendail,c_the_shaarwood,2307,4146,3073,4146.2,3072.2,0.8,yes,capital_position
b_council_glade,c_the_shield,2694,2664,2294,2669.8,2303.0,10.7,yes,capital_position
b_tall_trees,c_the_shield,2695,2684,2292,2654.7,2251.9,49.7,no,sampled
b_mermaid_cove,c_the_singing_rocks,252,2494,2634,2476.7,2623.3,20.3,yes,capital_position
b_eldathyn,c_the_sisters,2032,2678,933,2679.1,933.4,1.1,yes,capital_position
b_darmaerthe,c_the_sisters,2034,2653,881,2704.7,926.4,68.8,no,sampled
b_khlecayre,c_the_sisters,2033,2655,928,2649.3,898.7,29.9,no,sampled
b_talon_tower,c_the_sisters,2035,2686,920,2651.9,922.2,34.1,no,sampled
b_needlespires,c_the_stonelands,286,3378,1533,3399.7,1531.1,21.7,yes,capital_position
b_stormcliffs,c_the_stormtails,2463,3354,4269,3355.7,4254.9,14.2,yes,capital_position
b_onnaghi,c_the_surague,1775,5174,1922,5197.5,1942.5,31.2,yes,capital_position
b_ishtamir,c_the_surague,1776,5201,1918,5196.3,1873.6,44.6,no,sampled
b_the_swordpoint,c_the_swordpoint,309,3305,1102,3308.2,1097.5,5.5,yes,capital_position
b_muirenon,c_the_teardrops,1818,4957,1182,4950.9,1184.4,6.5,yes,capital_position
b_barth,c_the_teeth,2711,1371,2059,1372.3,2055.4,3.8,yes,capital_position
b_delia,c_the_throat,264,3550,1189,3531.4,1187.3,18.7,yes,capital_position
b_the_way_inn,c_the_tradeway,2940,2574,1336,2581.3,1347.1,13.3,yes,capital_position
b_trollclaw_ford,c_the_trollclaws,2520,2645,1494,2643.4,1494.0,1.6,yes,capital_position
b_borammur,c_the_tusks,253,2476,2322,2472.3,2328.3,7.3,yes,capital_position
b_hammer_and_anvil,c_the_vensal,2260,4445,3372,4446.4,3362.2,9.9,yes,capital_position
b_hellash,c_the_vensal,2261,4415,3345,4500.1,3419.3,113.0,no,sampled
b_shizdusharb,c_the_vensal,2262,4419,3386,4420.3,3415.7,29.8,yes,sampled
b_kelpar,c_the_wayrock,1072,4292,1797,4292.5,1798.1,1.2,yes,capital_position
b_urml,c_the_wetwoods,539,3614,2202,3630.5,2209.9,18.3,yes,capital_position
b_finback,c_the_whalebones,2775,1969,1115,1964.3,1106.2,9.9,yes,capital_position
b_waterhouse,c_the_whales_flukes,1430,1500,3636,1505.3,3632.6,6.3,yes,capital_position
