ck2_trait,source_file,ck3_treatment,note
patron_urogalan,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_valkur,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_vandria_gilmadrith,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_vataqatal,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_vecna,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_velsharoon,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_vergadain,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_vlaakith,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_watil,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_waukeen,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_yama,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_yeenoghu,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_yondalla,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_yurtrus,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_zaerith,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_zaltec,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_zann,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_zorquan,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_zuggtmoy,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
plain,Congenital_Traits.txt,port,congenital trait; CK3 target is genetic = yes plus a group/level tier
planetouched,misc_traits.txt,port,misc character trait
pragmatist_trait,religious_traits.txt,comment,chosen-of-deity trait tied to the CK2 religion system
pretty,Congenital_Traits.txt,port,congenital trait; CK3 target is genetic = yes plus a group/level tier
psi_potential,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
psion,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
ranger,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
rashemen_lodge_leader,02_traits.txt,port,Faerun addition to the vanilla trait file
renowned_aristocrat,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_artificer,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_barbarian,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_bard,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_cleric,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_druid,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_fighter,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_monk,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_paladin,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_psion,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_ranger,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_rogue,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_shadow,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_sorcerer,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_warlock,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
renowned_wizard,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
rogue,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
rusting_trait,misc_traits.txt,port,misc character trait
sahuagin_baron,misc_traits.txt,port,misc character trait
sahuagin_chief,misc_traits.txt,port,misc character trait
sahuagin_emperor,misc_traits.txt,port,misc character trait
sahuagin_king,misc_traits.txt,port,misc character trait
sahuagin_prince,misc_traits.txt,port,misc character trait
sahuagin_warrior,misc_traits.txt,port,misc character trait
secret_patrician,misc_traits.txt,port,misc character trait
seelie_court,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
shadow,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
sharp,acquired_traits.txt,port,acquired character trait
shield_of_torm,misc_traits.txt,port,misc character trait
shifter,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
slack,acquired_traits.txt,port,acquired character trait
slaughterer,misc_traits.txt,port,misc character trait
slovenly,acquired_traits.txt,port,acquired character trait
sluggardly,acquired_traits.txt,port,acquired character trait
smart,Congenital_Traits.txt,port,congenital trait; CK3 target is genetic = yes plus a group/level tier
soft,Congenital_Traits.txt,port,congenital trait; CK3 target is genetic = yes plus a group/level tier
sorcerer,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
spellscar,misc_traits.txt,port,misc character trait
stasis_clone,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
sword_of_torm,misc_traits.txt,port,misc character trait
sympathy_aberration_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_atheist_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_draconic_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_drow_pantheon,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_dwarven_pantheon_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_elven_pantheon_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_evil_human_pantheon_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_giant_pantheon_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_good_human_pantheon_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_humanoid_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_karaturan_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_many,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_qismaite_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_unenlightened_group,02_traits.txt,port,Faerun addition to the vanilla trait file
sympathy_wild_human_pantheon_group,02_traits.txt,port,Faerun addition to the vanilla trait file
tb_sterile,misc_traits.txt,port,misc character trait
thayan_tattoo_1,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_10,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_11,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_12,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_13,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_14,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_2,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_3,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_4,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_5,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_6,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_7,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_8,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
thayan_tattoo_9,04_battle_scars_and_tattoos_traits.txt,port,battle scar / tattoo trait; CK3 has scarred plus one_eyed/one_legged
tidy,acquired_traits.txt,port,acquired character trait
tough,Congenital_Traits.txt,port,congenital trait; CK3 target is genetic = yes plus a group/level tier
trained_aristocrat,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_artificer,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_barbarian,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_bard,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_cleric,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_druid,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_fighter,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_monk,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_paladin,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_psion,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_ranger,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_rogue,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_shadow,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_sorcerer,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_warlock,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
trained_wizard,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
undead,race_traits.txt,race_trait,creature/race trait; owned by the races lane (docs/design_races.md)
unschooled,acquired_traits.txt,port,acquired character trait
unseelie_court,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
unsightly,Congenital_Traits.txt,port,congenital trait; CK3 target is genetic = yes plus a group/level tier
uthgar_black_lion,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
uthgar_black_raven,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
uthgar_blue_bear,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
uthgar_elk,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
uthgar_gray_wolf,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
uthgar_great_worm,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
uthgar_griffon,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
uthgar_red_tiger,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
uthgar_sky_pony,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
uthgar_thunderbeast,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
uthgar_tree_ghost,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
vampire,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
vampire_spawn,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
warlock,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
warlock_celestial,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
warlock_elemental,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
warlock_fey,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
warlock_fiend,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
warlock_old_one,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
werecrocodile,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
wererat,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
werespider,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
weretiger,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
werewolf,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
white_chung_tao,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
witless,acquired_traits.txt,port,acquired character trait
wiz_abjuration,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
wiz_conjuration,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
wiz_divination,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
wiz_enchantment,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
wiz_evocation,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
wiz_illusion,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
wiz_necromancy,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
wiz_transmutation,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
wizard,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
