ck2_code,occurrences,scope_chain,function,status,ck3_code,evidence
[Root.OsirisLocAdj],1,Root,OsirisLocAdj,custom,[ROOT.Char.Custom('OsirisLocAdj')],Faerun/Faerun/localisation/fr_patron_deities.csv:445
[Root.SetLocAdj],1,Root,SetLocAdj,custom,[ROOT.Char.Custom('SetLocAdj')],Faerun/Faerun/localisation/fr_patron_deities.csv:461
[Root.ThothLocAdj],1,Root,ThothLocAdj,custom,[ROOT.Char.Custom('ThothLocAdj')],Faerun/Faerun/localisation/fr_patron_deities.csv:469
[Root.BhaalLocAdj],1,Root,BhaalLocAdj,custom,[ROOT.Char.Custom('BhaalLocAdj')],Faerun/Faerun/localisation/fr_patron_deities.csv:483
[Root.HlalLocAdj],1,Root,HlalLocAdj,custom,[ROOT.Char.Custom('HlalLocAdj')],Faerun/Faerun/localisation/fr_patron_deities.csv:555
[Root.SsethLocAdj],1,Root,SsethLocAdj,custom,[ROOT.Char.Custom('SsethLocAdj')],Faerun/Faerun/localisation/fr_patron_deities.csv:604
[harper_invasion_target.GetFirstName],1,harper_invasion_target,GetFirstName,named_scope,[harper_invasion_target.GetFirstName],Faerun/Faerun/localisation/harpers_localisation.csv:210
[harper_invasion_target.GetHerHis],1,harper_invasion_target,GetHerHis,named_scope,[harper_invasion_target.GetHerHis],Faerun/Faerun/localisation/harpers_localisation.csv:210
[adoptee.GetHerHim],1,adoptee,GetHerHim,named_scope,[adoptee.GetHerHim],Faerun/Faerun/localisation/olrox_loc.csv:121
[target_province.Culture.GetName],1,target_province.Culture,GetName,named_scope,[target_province.GetCulture.GetName],Faerun/Faerun/localisation/olrox_loc.csv:554
[Root.TiamatHerHim],1,Root,TiamatHerHim,custom,[ROOT.Char.Custom('TiamatHerHim')],Faerun/Faerun/localisation/olrox_loc.csv:589
[Root.AsgorathLoc],1,Root,AsgorathLoc,custom,[ROOT.Char.Custom('AsgorathLoc')],Faerun/Faerun/localisation/patron_gods.csv:227
[Root.NullLoc],1,Root,NullLoc,custom,[ROOT.Char.Custom('NullLoc')],Faerun/Faerun/localisation/patron_gods.csv:244
[This.Liege.Get_Le_TitledFirstName],1,This.Liege,Get_Le_TitledFirstName,custom,[THIS.Char.GetLiege.Custom('Get_Le_TitledFirstName')],Faerun/Faerun/localisation/text1.csv:583
[nonzealous_child.Get_Le_TitledFirstName],1,nonzealous_child,Get_Le_TitledFirstName,custom,[nonzealous_child.Custom('Get_Le_TitledFirstName')],Faerun/Faerun/localisation/text1.csv:824
[nonzealous_child.Get_E],1,nonzealous_child,Get_E,custom,[nonzealous_child.Custom('Get_E')],Faerun/Faerun/localisation/text1.csv:824
[my_courtier.GetIlElle],1,my_courtier,GetIlElle,custom,[my_courtier.Custom('GetIlElle')],Faerun/Faerun/localisation/text1.csv:892
[my_courtier.GetLeLa],1,my_courtier,GetLeLa,custom,[my_courtier.Custom('GetLeLa')],Faerun/Faerun/localisation/text1.csv:895
[Root.Spouse.GetTitledName],1,Root.Spouse,GetTitledName,mapped,[ROOT.Char.GetPrimarySpouse.GetTitledFirstName],Faerun/Faerun/localisation/text1.csv:1054
[Spouse.GetTitledFirstName],1,Spouse,GetTitledFirstName,mapped,[Spouse.GetTitledFirstName],Faerun/Faerun/localisation/text1.csv:1274
[From.Spouse.Getihmihr],1,From.Spouse,Getihmihr,custom,[ck2_from.GetPrimarySpouse.Custom('Getihmihr')],Faerun/Faerun/localisation/text1.csv:1277
[Root.Father.Spouse.Get_le_TitledFirstName],1,Root.Father.Spouse,Get_le_TitledFirstName,custom,[ROOT.Char.GetFather.GetPrimarySpouse.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/text1.csv:1704
[Root.Father.Get_Le_TitledFirstName],1,Root.Father,Get_Le_TitledFirstName,custom,[ROOT.Char.GetFather.Custom('Get_Le_TitledFirstName')],Faerun/Faerun/localisation/text1.csv:1770
[Liege.Get_au_TitledFirstName],1,Liege,Get_au_TitledFirstName,custom,[Liege.Custom('Get_au_TitledFirstName')],Faerun/Faerun/localisation/text1.csv:1900
[From.PrimaryTitle.Get_du_RealmFull],1,From.PrimaryTitle,Get_du_RealmFull,custom,[ck2_from.GetPrimaryTitle.Custom('Get_du_RealmFull')],Faerun/Faerun/localisation/text1.csv:1969
[Root.Host.Get_Le_TitledFirstName],1,Root.Host,Get_Le_TitledFirstName,unmapped,<!CK2:Root.Host.Get_Le_TitledFirstName!>,Faerun/Faerun/localisation/text1.csv:2043
[Root.Host.Get_E],1,Root.Host,Get_E,unmapped,<!CK2:Root.Host.Get_E!>,Faerun/Faerun/localisation/text1.csv:2043
[From.Host.Get_le_TitledFirstName],1,From.Host,Get_le_TitledFirstName,unmapped,<!CK2:From.Host.Get_le_TitledFirstName!>,Faerun/Faerun/localisation/text1.csv:2044
[From.RelHead.GetSheHeCap],1,From.RelHead,GetSheHeCap,mapped,[ck2_from.GetFaith.GetReligiousHead.GetSheHe|U],Faerun/Faerun/localisation/text1.csv:2060
[From.RelHead.Title.GetFullName],1,From.RelHead.Title,GetFullName,unmapped,<!CK2:From.RelHead.Title.GetFullName!>,Faerun/Faerun/localisation/text1.csv:2061
[From.County.Holder.Get_du_TitledName],1,From.County.Holder,Get_du_TitledName,unmapped,<!CK2:From.County.Holder.Get_du_TitledName!>,Faerun/Faerun/localisation/text1.csv:2153
[This.Liege.PrimaryTitle.Get_du_Realm],1,This.Liege.PrimaryTitle,Get_du_Realm,custom,[THIS.Char.GetLiege.GetPrimaryTitle.Custom('Get_du_Realm')],Faerun/Faerun/localisation/text1.csv:2177
[Root.Guardian.GetIlElleCap],1,Root.Guardian,GetIlElleCap,unmapped,<!CK2:Root.Guardian.GetIlElleCap!>,Faerun/Faerun/localisation/text1.csv:2259
[From.Get_le_Scripture],1,From,Get_le_Scripture,custom,[ck2_from.Custom('Get_le_Scripture')],Faerun/Faerun/localisation/text1.csv:2519
[Root.TopLiege.Get_E],1,Root.TopLiege,Get_E,custom,[ROOT.Char.GetTopLiege.Custom('Get_E')],Faerun/Faerun/localisation/text1.csv:2567
[Root.TopLiege.Get_Le_TitledName],1,Root.TopLiege,Get_Le_TitledName,custom,[ROOT.Char.GetTopLiege.Custom('Get_Le_TitledName')],Faerun/Faerun/localisation/text1.csv:2568
[Root.RelHead.GetSheHeCap],1,Root.RelHead,GetSheHeCap,mapped,[ROOT.Char.GetFaith.GetReligiousHead.GetSheHe|U],Faerun/Faerun/localisation/text1.csv:2575
[Root.County.Holder.GetLeLa],1,Root.County.Holder,GetLeLa,unmapped,<!CK2:Root.County.Holder.GetLeLa!>,Faerun/Faerun/localisation/text1.csv:2618
[Root.County.Holder.Get_E],1,Root.County.Holder,Get_E,unmapped,<!CK2:Root.County.Holder.Get_E!>,Faerun/Faerun/localisation/text1.csv:2618
[Root.County.Get_le_RealmFull],1,Root.County,Get_le_RealmFull,unmapped,<!CK2:Root.County.Get_le_RealmFull!>,Faerun/Faerun/localisation/text1.csv:2728
[Root.job_marshal.Getihmihr],1,Root.job_marshal,Getihmihr,unmapped,<!CK2:Root.job_marshal.Getihmihr!>,Faerun/Faerun/localisation/text1.csv:2743
[Root.Liege.GetHerHisCap],1,Root.Liege,GetHerHisCap,mapped,[ROOT.Char.GetLiege.GetHerHis|U],Faerun/Faerun/localisation/text1.csv:2883
[Root.job_chancellor.Get_only_du_JobTitle],1,Root.job_chancellor,Get_only_du_JobTitle,unmapped,<!CK2:Root.job_chancellor.Get_only_du_JobTitle!>,Faerun/Faerun/localisation/text1.csv:3116
[Root.job_chancellor.Getihmihr],1,Root.job_chancellor,Getihmihr,unmapped,<!CK2:Root.job_chancellor.Getihmihr!>,Faerun/Faerun/localisation/text1.csv:3116
[Root.job_marshal.GetManWoman],1,Root.job_marshal,GetManWoman,unmapped,<!CK2:Root.job_marshal.GetManWoman!>,Faerun/Faerun/localisation/text1.csv:3126
[Root.job_treasurer.GetIlElleCap],1,Root.job_treasurer,GetIlElleCap,unmapped,<!CK2:Root.job_treasurer.GetIlElleCap!>,Faerun/Faerun/localisation/text1.csv:3130
[Root.job_treasurer.Get_au_TitledFirstName],1,Root.job_treasurer,Get_au_TitledFirstName,unmapped,<!CK2:Root.job_treasurer.Get_au_TitledFirstName!>,Faerun/Faerun/localisation/text1.csv:3133
[Root.job_spiritual.GetXSe],1,Root.job_spiritual,GetXSe,unmapped,<!CK2:Root.job_spiritual.GetXSe!>,Faerun/Faerun/localisation/text1.csv:3144
[Root.Liege.job_treasurer.Get_le_TitledFirstName],1,Root.Liege.job_treasurer,Get_le_TitledFirstName,unmapped,<!CK2:Root.Liege.job_treasurer.Get_le_TitledFirstName!>,Faerun/Faerun/localisation/text1.csv:3311
[insulting_jester.GetHerHim],1,insulting_jester,GetHerHim,named_scope,[insulting_jester.GetHerHim],Faerun/Faerun/localisation/text1.csv:3335
[insulting_jester.GetLeLa],1,insulting_jester,GetLeLa,custom,[insulting_jester.Custom('GetLeLa')],Faerun/Faerun/localisation/text1.csv:3335
[Root.Liege.job_chancellor.GetHerHis],1,Root.Liege.job_chancellor,GetHerHis,unmapped,<!CK2:Root.Liege.job_chancellor.GetHerHis!>,Faerun/Faerun/localisation/text1.csv:3660
[Root.Liege.job_chancellor.Get_le_TitledFirstName],1,Root.Liege.job_chancellor,Get_le_TitledFirstName,unmapped,<!CK2:Root.Liege.job_chancellor.Get_le_TitledFirstName!>,Faerun/Faerun/localisation/text1.csv:3660
[This.job_chancellor.Get_du_TitledFirstName],1,This.job_chancellor,Get_du_TitledFirstName,unmapped,<!CK2:This.job_chancellor.Get_du_TitledFirstName!>,Faerun/Faerun/localisation/text1.csv:3662
[Root.job_chancellor.Get_du_TitledFirstName],1,Root.job_chancellor,Get_du_TitledFirstName,unmapped,<!CK2:Root.job_chancellor.Get_du_TitledFirstName!>,Faerun/Faerun/localisation/text1.csv:3666
[From.job_chancellor.Get_le_TitledFirstName],1,From.job_chancellor,Get_le_TitledFirstName,unmapped,<!CK2:From.job_chancellor.Get_le_TitledFirstName!>,Faerun/Faerun/localisation/text1.csv:3671
[FromFrom.Spouse.GetHerHim],1,FromFrom.Spouse,GetHerHim,mapped,[ck2_fromfrom.GetPrimarySpouse.GetHerHim],Faerun/Faerun/localisation/text1.csv:3675
[From.job_chancellor.GetSheHe],1,From.job_chancellor,GetSheHe,unmapped,<!CK2:From.job_chancellor.GetSheHe!>,Faerun/Faerun/localisation/text1.csv:3678
[Root.Liege.Spouse.GetOnA],1,Root.Liege.Spouse,GetOnA,custom,[ROOT.Char.GetLiege.GetPrimarySpouse.Custom('GetOnA')],Faerun/Faerun/localisation/text1.csv:3683
[Root.Liege.Spouse.GetHusbandWife],1,Root.Liege.Spouse,GetHusbandWife,mapped,[ROOT.Char.GetLiege.GetPrimarySpouse.GetWifeHusband],Faerun/Faerun/localisation/text1.csv:3683
[Root.Liege.Spouse.Get_le_TitledFirstName],1,Root.Liege.Spouse,Get_le_TitledFirstName,custom,[ROOT.Char.GetLiege.GetPrimarySpouse.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/text1.csv:3683
[Root.job_treasurer.GetSheHeCap],1,Root.job_treasurer,GetSheHeCap,unmapped,<!CK2:Root.job_treasurer.GetSheHeCap!>,Faerun/Faerun/localisation/text1.csv:3760
[Root.job_treasurer.Get_E],1,Root.job_treasurer,Get_E,unmapped,<!CK2:Root.job_treasurer.Get_E!>,Faerun/Faerun/localisation/text1.csv:3765
[Actor.Get_au_TitledFirstNameJ],1,Actor,Get_au_TitledFirstNameJ,custom,[Actor.Custom('Get_au_TitledFirstNameJ')],Faerun/Faerun/localisation/text1.csv:3876
[Recipient.TopLiege.PrimaryTitle.Get_only_du_RealmFull],1,Recipient.TopLiege.PrimaryTitle,Get_only_du_RealmFull,custom,[Recipient.GetTopLiege.GetPrimaryTitle.Custom('Get_only_du_RealmFull')],Faerun/Faerun/localisation/text1.csv:3931
[Actor.PrimaryTitle.Get_only_du_Realm],1,Actor.PrimaryTitle,Get_only_du_Realm,custom,[Actor.GetPrimaryTitle.Custom('Get_only_du_Realm')],Faerun/Faerun/localisation/text1.csv:4131
[ThirdPartyCharacter.PrimaryTitle.Get_le_RealmFull],1,ThirdPartyCharacter.PrimaryTitle,Get_le_RealmFull,custom,[ThirdPartyCharacter.GetPrimaryTitle.Custom('Get_le_RealmFull')],Faerun/Faerun/localisation/text1.csv:4146
[ThirdPartyCharacter.PrimaryTitle.Get_du_RealmFull],1,ThirdPartyCharacter.PrimaryTitle,Get_du_RealmFull,custom,[ThirdPartyCharacter.GetPrimaryTitle.Custom('Get_du_RealmFull')],Faerun/Faerun/localisation/text1.csv:4147
[Actor.RelHead.GetSheHe],1,Actor.RelHead,GetSheHe,named_scope,[Actor.GetFaith.GetReligiousHead.GetSheHe],Faerun/Faerun/localisation/text1.csv:4150
[Actor.Spouse.Get_only_Le_Title],1,Actor.Spouse,Get_only_Le_Title,custom,[Actor.GetPrimarySpouse.Custom('Get_only_Le_Title')],Faerun/Faerun/localisation/text1.csv:4163
[ThirdPartyCharacter.Get_only_Le_Title],1,ThirdPartyCharacter,Get_only_Le_Title,custom,[ThirdPartyCharacter.Custom('Get_only_Le_Title')],Faerun/Faerun/localisation/text1.csv:4195
[Root.Liege.GetReligionMascFem],1,Root.Liege,GetReligionMascFem,custom,[ROOT.Char.GetLiege.Custom('GetReligionMascFem')],Faerun/Faerun/localisation/text1.csv:4243
[Root.Religion.RelHead.GetTitle],1,Root.Religion.RelHead,GetTitle,mapped,[ROOT.Char.GetFaith.GetFaith.GetReligiousHead.GetTitleAsName],Faerun/Faerun/localisation/text1.csv:4249
[From.Liege.PrimaryTitle.Get_du_Realm],1,From.Liege.PrimaryTitle,Get_du_Realm,custom,[ck2_from.GetLiege.GetPrimaryTitle.Custom('Get_du_Realm')],Faerun/Faerun/localisation/text1.csv:4286
[From.Liege.GetIlElle],1,From.Liege,GetIlElle,custom,[ck2_from.GetLiege.Custom('GetIlElle')],Faerun/Faerun/localisation/text1.csv:4298
[From.Liege.Getihmihr],1,From.Liege,Getihmihr,custom,[ck2_from.GetLiege.Custom('Getihmihr')],Faerun/Faerun/localisation/text1.csv:4298
[From.Host.Get_Le_TitledName],1,From.Host,Get_Le_TitledName,unmapped,<!CK2:From.Host.Get_Le_TitledName!>,Faerun/Faerun/localisation/text1.csv:4339
[FromFrom.Get_au_TitledName],1,FromFrom,Get_au_TitledName,custom,[ck2_fromfrom.Custom('Get_au_TitledName')],Faerun/Faerun/localisation/text1.csv:4459
[From.Liege.Get_Le_TitledName],1,From.Liege,Get_Le_TitledName,custom,[ck2_from.GetLiege.Custom('Get_Le_TitledName')],Faerun/Faerun/localisation/text1.csv:4543
[This.GetHusbandWife],1,This,GetHusbandWife,mapped,[THIS.Char.GetWifeHusband],Faerun/Faerun/localisation/text1.csv:5806
[This.GetOuOlle],1,This,GetOuOlle,custom,[THIS.Char.Custom('GetOuOlle')],Faerun/Faerun/localisation/text1.csv:5880
[This.GetXCe],1,This,GetXCe,custom,[THIS.Char.Custom('GetXCe')],Faerun/Faerun/localisation/text1.csv:5915
[Root.job_spymaster.GetHerselfHimself],1,Root.job_spymaster,GetHerselfHimself,unmapped,<!CK2:Root.job_spymaster.GetHerselfHimself!>,Faerun/Faerun/localisation/text2.csv:52
[Root.job_chancellor.Get_au_TitledFirstName],1,Root.job_chancellor,Get_au_TitledFirstName,unmapped,<!CK2:Root.job_chancellor.Get_au_TitledFirstName!>,Faerun/Faerun/localisation/text2.csv:98
[Root.Liege.Geteineine],1,Root.Liege,Geteineine,custom,[ROOT.Char.GetLiege.Custom('Geteineine')],Faerun/Faerun/localisation/text2.csv:156
[FromFrom.Location.Duchy.Get_le_RealmFull],1,FromFrom.Location.Duchy,Get_le_RealmFull,unmapped,<!CK2:FromFrom.Location.Duchy.Get_le_RealmFull!>,Faerun/Faerun/localisation/text2.csv:275
[From.Get_only_au_Title],1,From,Get_only_au_Title,custom,[ck2_from.Custom('Get_only_au_Title')],Faerun/Faerun/localisation/text2.csv:358
[lover.GetLLaCap],1,lover,GetLLaCap,custom,[lover.Custom('GetLLaCap')],Faerun/Faerun/localisation/text2.csv:367
[lover.GetManWoman],1,lover,GetManWoman,custom,[lover.Custom('GetManWoman')],Faerun/Faerun/localisation/text2.csv:367
[lover.GetIlElleCap],1,lover,GetIlElleCap,custom,[lover.Custom('GetIlElleCap')],Faerun/Faerun/localisation/text2.csv:371
[Root.Guardian.GetIlElle],1,Root.Guardian,GetIlElle,unmapped,<!CK2:Root.Guardian.GetIlElle!>,Faerun/Faerun/localisation/text2.csv:544
[Recipient.RelHead.Get_only_au_Title],1,Recipient.RelHead,Get_only_au_Title,custom,[Recipient.GetFaith.GetReligiousHead.Custom('Get_only_au_Title')],Faerun/Faerun/localisation/text2.csv:624
[Recipient.PrimaryTitle.Get_only_du_RealmFull],1,Recipient.PrimaryTitle,Get_only_du_RealmFull,custom,[Recipient.GetPrimaryTitle.Custom('Get_only_du_RealmFull')],Faerun/Faerun/localisation/text2.csv:624
[ThirdPartyCharacter.PrimaryTitle.Get_only_du_RealmFull],1,ThirdPartyCharacter.PrimaryTitle,Get_only_du_RealmFull,custom,[ThirdPartyCharacter.GetPrimaryTitle.Custom('Get_only_du_RealmFull')],Faerun/Faerun/localisation/text2.csv:625
[From.GeteinemeinerOpp],1,From,GeteinemeinerOpp,custom,[ck2_from.Custom('GeteinemeinerOpp')],Faerun/Faerun/localisation/text2.csv:661
[From.GetinFemaleOpp],1,From,GetinFemaleOpp,custom,[ck2_from.Custom('GetinFemaleOpp')],Faerun/Faerun/localisation/text2.csv:661
[Root.Spouse.GetinFemale],1,Root.Spouse,GetinFemale,custom,[ROOT.Char.GetPrimarySpouse.Custom('GetinFemale')],Faerun/Faerun/localisation/text2.csv:705
[Root.GetIlElleCapOpp],1,Root,GetIlElleCapOpp,custom,[ROOT.Char.Custom('GetIlElleCapOpp')],Faerun/Faerun/localisation/text2.csv:802
[Root.Spouse.GetrMale],1,Root.Spouse,GetrMale,custom,[ROOT.Char.GetPrimarySpouse.Custom('GetrMale')],Faerun/Faerun/localisation/text2.csv:823
[FromFrom.Location.County.Get_le_RealmFull],1,FromFrom.Location.County,Get_le_RealmFull,unmapped,<!CK2:FromFrom.Location.County.Get_le_RealmFull!>,Faerun/Faerun/localisation/text2.csv:865
[Root.Guardian.Get_only_du_Title],1,Root.Guardian,Get_only_du_Title,unmapped,<!CK2:Root.Guardian.Get_only_du_Title!>,Faerun/Faerun/localisation/text2.csv:1044
[From.Guardian.Get_du_TitledFirstName],1,From.Guardian,Get_du_TitledFirstName,unmapped,<!CK2:From.Guardian.Get_du_TitledFirstName!>,Faerun/Faerun/localisation/text2.csv:1047
[nonsupportive_vassal.GetManWoman],1,nonsupportive_vassal,GetManWoman,custom,[nonsupportive_vassal.Custom('GetManWoman')],Faerun/Faerun/localisation/text2.csv:1086
[nonsupportive_vassal.GetIlElleCap],1,nonsupportive_vassal,GetIlElleCap,custom,[nonsupportive_vassal.Custom('GetIlElleCap')],Faerun/Faerun/localisation/text2.csv:1086
[nonsupportive_vassal.GetLeLa],1,nonsupportive_vassal,GetLeLa,custom,[nonsupportive_vassal.Custom('GetLeLa')],Faerun/Faerun/localisation/text2.csv:1087
[nonsupportive_vassal.GetLuiElle],1,nonsupportive_vassal,GetLuiElle,custom,[nonsupportive_vassal.Custom('GetLuiElle')],Faerun/Faerun/localisation/text2.csv:1089
[This.GetEEtte],1,This,GetEEtte,custom,[THIS.Char.Custom('GetEEtte')],Faerun/Faerun/localisation/text2.csv:1102
[Recipient.Get_Le_TitledFirstName],1,Recipient,Get_Le_TitledFirstName,custom,[Recipient.Custom('Get_Le_TitledFirstName')],Faerun/Faerun/localisation/text8.csv:29
[Recipient.Get_le_TitledName],1,Recipient,Get_le_TitledName,custom,[Recipient.Custom('Get_le_TitledName')],Faerun/Faerun/localisation/text8.csv:30
[From.RelHead.Get_Le_TitledName],1,From.RelHead,Get_Le_TitledName,custom,[ck2_from.GetFaith.GetReligiousHead.Custom('Get_Le_TitledName')],Faerun/Faerun/localisation/text8.csv:44
[Root.Liege.GetSilSielle],1,Root.Liege,GetSilSielle,custom,[ROOT.Char.GetLiege.Custom('GetSilSielle')],Faerun/Faerun/localisation/text8.csv:163
[Root.Liege.Regent.Getihmihr],1,Root.Liege.Regent,Getihmihr,unmapped,<!CK2:Root.Liege.Regent.Getihmihr!>,Faerun/Faerun/localisation/text8.csv:169
[Root.Regent.GetHerHisCap],1,Root.Regent,GetHerHisCap,unmapped,<!CK2:Root.Regent.GetHerHisCap!>,Faerun/Faerun/localisation/text8.csv:181
[Root.Liege.GetOuOlle],1,Root.Liege,GetOuOlle,custom,[ROOT.Char.GetLiege.Custom('GetOuOlle')],Faerun/Faerun/localisation/text8.csv:195
[Root.Liege.GetEauElle],1,Root.Liege,GetEauElle,custom,[ROOT.Char.GetLiege.Custom('GetEauElle')],Faerun/Faerun/localisation/text8.csv:222
[Root.Regent.GetIlElleCap],1,Root.Regent,GetIlElleCap,unmapped,<!CK2:Root.Regent.GetIlElleCap!>,Faerun/Faerun/localisation/text8.csv:268
[Root.Liege.Regent.Get_du_TitledName],1,Root.Liege.Regent,Get_du_TitledName,unmapped,<!CK2:Root.Liege.Regent.Get_du_TitledName!>,Faerun/Faerun/localisation/text8.csv:284
[Root.Liege.Regent.GetEEtte],1,Root.Liege.Regent,GetEEtte,unmapped,<!CK2:Root.Liege.Regent.GetEEtte!>,Faerun/Faerun/localisation/text8.csv:299
[Root.Liege.Regent.GetOuOlle],1,Root.Liege.Regent,GetOuOlle,unmapped,<!CK2:Root.Liege.Regent.GetOuOlle!>,Faerun/Faerun/localisation/text8.csv:299
[Root.Guardian.GetEurRice],1,Root.Guardian,GetEurRice,unmapped,<!CK2:Root.Guardian.GetEurRice!>,Faerun/Faerun/localisation/text8.csv:380
[Root.Guardian.Get_au_TitledFirstName],1,Root.Guardian,Get_au_TitledFirstName,unmapped,<!CK2:Root.Guardian.Get_au_TitledFirstName!>,Faerun/Faerun/localisation/text8.csv:384
[Root.Liege.job_chancellor.Get_du_TitledFirstName],1,Root.Liege.job_chancellor,Get_du_TitledFirstName,unmapped,<!CK2:Root.Liege.job_chancellor.Get_du_TitledFirstName!>,Faerun/Faerun/localisation/text8.csv:611
[Root.Liege.job_marshal.Get_du_TitledFirstName],1,Root.Liege.job_marshal,Get_du_TitledFirstName,unmapped,<!CK2:Root.Liege.job_marshal.Get_du_TitledFirstName!>,Faerun/Faerun/localisation/text8.csv:612
[Root.Liege.job_treasurer.Get_du_TitledFirstName],1,Root.Liege.job_treasurer,Get_du_TitledFirstName,unmapped,<!CK2:Root.Liege.job_treasurer.Get_du_TitledFirstName!>,Faerun/Faerun/localisation/text8.csv:613
[Root.Liege.job_spymaster.Get_du_TitledFirstName],1,Root.Liege.job_spymaster,Get_du_TitledFirstName,unmapped,<!CK2:Root.Liege.job_spymaster.Get_du_TitledFirstName!>,Faerun/Faerun/localisation/text8.csv:614
[Root.Liege.job_spiritual.Get_du_TitledFirstName],1,Root.Liege.job_spiritual,Get_du_TitledFirstName,unmapped,<!CK2:Root.Liege.job_spiritual.Get_du_TitledFirstName!>,Faerun/Faerun/localisation/text8.csv:615
[friends_friend.GetEtEtte],1,friends_friend,GetEtEtte,custom,[friends_friend.Custom('GetEtEtte')],Faerun/Faerun/localisation/text8.csv:669
[friends_friend.GetErEre],1,friends_friend,GetErEre,custom,[friends_friend.Custom('GetErEre')],Faerun/Faerun/localisation/text8.csv:669
[friends_friend.Get_le_TitledFirstName],1,friends_friend,Get_le_TitledFirstName,custom,[friends_friend.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/text8.csv:671
[my_friend.Get_Le_TitledFirstName],1,my_friend,Get_Le_TitledFirstName,custom,[my_friend.Custom('Get_Le_TitledFirstName')],Faerun/Faerun/localisation/text8.csv:672
[my_friend.GetXSe],1,my_friend,GetXSe,custom,[my_friend.Custom('GetXSe')],Faerun/Faerun/localisation/text8.csv:672
[Root.GetLLaOpp],1,Root,GetLLaOpp,custom,[ROOT.Char.Custom('GetLLaOpp')],Faerun/Faerun/localisation/text8.csv:725
[From.GetEEtteOpp],1,From,GetEEtteOpp,custom,[ck2_from.Custom('GetEEtteOpp')],Faerun/Faerun/localisation/text8.csv:729
[From.GetOuOlleOpp],1,From,GetOuOlleOpp,custom,[ck2_from.Custom('GetOuOlleOpp')],Faerun/Faerun/localisation/text8.csv:729
[Root.job_spymaster.Get_only_on_JobTitle],1,Root.job_spymaster,Get_only_on_JobTitle,unmapped,<!CK2:Root.job_spymaster.Get_only_on_JobTitle!>,Faerun/Faerun/localisation/text8.csv:795
[Root.RelHead.Get_au_TitledFirstName],1,Root.RelHead,Get_au_TitledFirstName,custom,[ROOT.Char.GetFaith.GetReligiousHead.Custom('Get_au_TitledFirstName')],Faerun/Faerun/localisation/text8.csv:999
[Root.Father.Get_le_TitledFirstName],1,Root.Father,Get_le_TitledFirstName,custom,[ROOT.Char.GetFather.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/text8.csv:1101
[get_elf_subtype_name],1,,get_elf_subtype_name,custom,[ROOT.Char.Custom('get_elf_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:4
[get_half_elf_subtype_name],1,,get_half_elf_subtype_name,custom,[ROOT.Char.Custom('get_half_elf_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:6
[get_halfling_subtype_name],1,,get_halfling_subtype_name,custom,[ROOT.Char.Custom('get_halfling_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:12
[get_dwarf_subtype_name],1,,get_dwarf_subtype_name,custom,[ROOT.Char.Custom('get_dwarf_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:14
[get_orc_subtype_name],1,,get_orc_subtype_name,custom,[ROOT.Char.Custom('get_orc_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:16
[get_giant_subtype_name],1,,get_giant_subtype_name,custom,[ROOT.Char.Custom('get_giant_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:30
[get_lizardfolk_subtype_name],1,,get_lizardfolk_subtype_name,custom,[ROOT.Char.Custom('get_lizardfolk_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:48
[get_gnoll_subtype_name],1,,get_gnoll_subtype_name,custom,[ROOT.Char.Custom('get_gnoll_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:58
[get_tengu_subtype_name],1,,get_tengu_subtype_name,custom,[ROOT.Char.Custom('get_tengu_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:62
[get_genasi_subtype_name],1,,get_genasi_subtype_name,custom,[ROOT.Char.Custom('get_genasi_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:74
[get_genie_subtype_name],1,,get_genie_subtype_name,custom,[ROOT.Char.Custom('get_genie_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:76
[get_dragonborn_subtype_name],1,,get_dragonborn_subtype_name,custom,[ROOT.Char.Custom('get_dragonborn_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:78
[get_fiend_subtype_name],1,,get_fiend_subtype_name,custom,[ROOT.Char.Custom('get_fiend_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:84
[get_dragon_subtype_name],1,,get_dragon_subtype_name,custom,[ROOT.Char.Custom('get_dragon_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:96
[get_minion_status_full],1,,get_minion_status_full,custom,[ROOT.Char.Custom('get_minion_status_full')],Faerun/Faerun/localisation/traits_racial.csv:97
[get_half_giant_subtype_name],1,,get_half_giant_subtype_name,custom,[ROOT.Char.Custom('get_half_giant_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:108
