id,kind,status,emitted,score,reason
spell_lesser_restoration_cleric_fake,decisions,new,yes,0.333,"below min_score, is_shown forced off"
spell_lesser_restoration_druid_fake,decisions,new,yes,0.333,"below min_score, is_shown forced off"
spell_lesser_restoration_sorc,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
spell_lesser_restoration_sorc_fake,decisions,new,yes,0.500,"below min_score, is_shown forced off"
spell_longstrider_sorc,decisions,new,yes,0.444,"below min_score, is_shown forced off"
spell_rage_sorc,decisions,new,yes,0.409,"below min_score, is_shown forced off"
spell_regenerate,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
spell_regenerate_cleric_fake,decisions,new,yes,0.333,"below min_score, is_shown forced off"
spell_regenerate_druid_fake,decisions,new,yes,0.400,"below min_score, is_shown forced off"
spell_regenerate_sorc,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
spell_regenerate_sorc_fake,decisions,new,yes,0.500,"below min_score, is_shown forced off"
spell_restoration_prov,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
spell_restoration_prov_druid_fake,decisions,new,yes,0.400,"below min_score, is_shown forced off"
spell_restoration_prov_fake,decisions,new,yes,0.333,"below min_score, is_shown forced off"
spell_restoration_prov_sorc,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
spell_summon_lesser_demons_sorc,decisions,new,yes,0.368,"below min_score, is_shown forced off"
spell_wall_of_stone_sorc,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
spell_wall_of_stone_sorc_fake,decisions,new,yes,0.500,"below min_score, is_shown forced off"
sponsor_arts,society_decisions,new,yes,0.333,"below min_score, is_shown forced off"
sponsor_merchant_republic_decision,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
spread_madness,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
stable_attribute_improvement_decision,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
stable_attribute_improvement_self_decision,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
start_antagonize,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
start_sway,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
steal_knowledge,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
stem_duchy_of_franconia,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
stem_duchy_of_saxony,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
stem_duchy_of_swabia,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
stoic_order_culture_convert_county,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
stop_abduct_decision,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
stop_abduct_decision_target,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
stop_antagonize,targetted_decisions,kept,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
stop_artifact_search,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
stop_pillage_settlement,settlement_decisions,modified,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
stop_seduce_decision,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
stop_seduce_decision_target,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
stop_spy_on_decision,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
stop_spy_on_decision_target,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
stop_sway,targetted_decisions,kept,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
store_relic_in_wonder,decisions,modified,yes,0.619,"below min_score, is_shown forced off"
summer_fair,decisions,modified,yes,0.392,"below min_score, is_shown forced off"
summon_divine_minion,decisions,new,yes,0.429,"below min_score, is_shown forced off"
summon_fiend_army,decisions,new,yes,0.609,"below min_score, is_shown forced off"
summon_spectator,decisions,new,yes,0.643,"below min_score, is_shown forced off"
summon_zhent_servant,society_decisions,new,yes,0.368,"below min_score, is_shown forced off"
support_people,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
syncretic_sympathy_decision,decisions,modified,yes,0.350,"below min_score, is_shown forced off"
take_child_out_of_hiding,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
take_on_pain,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
take_spouse_out_of_hiding,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
take_vow_of_poverty,decisions,new,yes,0.769,"below min_score, is_shown forced off"
talisman_evil_destruction,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
talisman_good_destruction,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
tell_a_story_decision,decisions,modified,yes,0.690,"below min_score, is_shown forced off"
the_devil_worshipers_tainted_touch,targeted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
torm_tactics,decisions,new,yes,0.632,"below min_score, is_shown forced off"
train_assassin_protege,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
tribal_build_great_pillar,settlement_decisions,deleted,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
tributary_independence_china,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
tributary_independence_normal,decisions,modified,yes,0.385,"below min_score, is_shown forced off"
tributary_independence_shou_lung,decisions,new,yes,0.444,"below min_score, is_shown forced off"
trollcrafters_recruit,targeted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
twisted_blackmail,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
twisted_turn_vassal,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
twisted_undead_servant,society_decisions,new,yes,0.077,"below min_score, is_shown forced off"
ulutiu_offering_to_spirit_beast,decisions,new,yes,0.737,"below min_score, is_shown forced off"
ulutiu_winter_soldier,decisions,new,yes,0.565,"below min_score, is_shown forced off"
undeath_after_death,decisions,new,yes,0.636,"below min_score, is_shown forced off"
use_scary_upgrade,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
use_secluded_upgrade,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
usurp_tp,decisions,modified,yes,0.344,"below min_score, is_shown forced off"
uthgar_emulate_beast,decisions,new,yes,0.105,"below min_score, is_shown forced off"
uthgar_runemeet,decisions,new,yes,0.500,"below min_score, is_shown forced off"
uthgardt_ancestral_champion,decisions,new,yes,0.312,"below min_score, is_shown forced off"
uthgardt_ancestral_host,decisions,new,yes,0.429,"below min_score, is_shown forced off"
uthgardt_great_beast,decisions,new,yes,0.500,"below min_score, is_shown forced off"
vampire_feed,decisions,new,yes,0.625,"below min_score, is_shown forced off"
vassal_blinding_decision,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
vassal_castrate_decision,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
vassal_evil_sacrifice_decision,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
vassal_fatwa_decision,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
vassal_generic_sacrifice_decision,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
vassal_sacrifice_decision,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
vassal_zun_judgement_decision,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
vassalize_flaming_fist,decisions,new,yes,0.500,"below min_score, is_shown forced off"
vassalize_holy_sepulchre,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
vassalize_knights_hospitaler,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
vassalize_knights_of_calatrava,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
vassalize_knights_of_santiago,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
vassalize_knights_templar,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
vassalize_sun_soul,society_decisions,new,yes,0.350,"below min_score, is_shown forced off"
vassalize_teutonic_knights,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
vecna_forbidden_knowledge,decisions,new,yes,0.600,"below min_score, is_shown forced off"
velsharoon_ascend,decisions,new,yes,0.357,"below min_score, is_shown forced off"
velsharoon_sacrifice,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
vergadain_court_merchants,decisions,new,yes,0.500,"below min_score, is_shown forced off"
vodouns_recruit,targeted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
vushmgir_brothers_legacy,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
warlock_pact_boon,decisions,new,yes,0.292,"below min_score, is_shown forced off"
warlock_patron_pick,decisions,new,yes,0.200,"below min_score, is_shown forced off"
warrior_lodge_call_to_glory,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
warrior_lodge_inspire_warriors,settlement_decisions,modified,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
warrior_lodge_legendary_gathering,society_decisions,modified,yes,0.300,"below min_score, is_shown forced off"
warrior_lodge_norse_go_berserk,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
warrior_lodge_romuva_baltic_holds,settlement_decisions,deleted,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
warrior_lodge_slavic_stand_together,society_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
warrior_lodge_summon_commander,society_decisions,modified,yes,0.341,"below min_score, is_shown forced off"
warrior_lodge_suomenusko_summon_warriors,society_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
warrior_lodge_tengri_call_of_the_steppe,society_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
warrior_lodge_war_sacrifice,society_decisions,modified,yes,0.419,"below min_score, is_shown forced off"
warrior_lodge_west_african_create_fetish,society_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
warrior_lodge_zun_battle_trance,society_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
warrior_toughness,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
warrior_training,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
welcome_gurs,decisions,new,yes,0.714,"below min_score, is_shown forced off"
welcome_jews,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
wiz_clone,decisions,new,yes,0.278,"below min_score, is_shown forced off"
wiz_craft_homunculus,decisions,new,yes,0.281,"below min_score, is_shown forced off"
wiz_divine_threat,decisions,new,yes,0.333,"below min_score, is_shown forced off"
wiz_lichdom,decisions,new,yes,0.297,"below min_score, is_shown forced off"
wiz_longevity,decisions,new,yes,0.346,"below min_score, is_shown forced off"
wiz_planar_binding,decisions,new,yes,0.528,"below min_score, is_shown forced off"
wiz_summon_elementals,decisions,new,yes,0.280,"below min_score, is_shown forced off"
write_a_book,decisions,modified,yes,0.844,"below min_score, is_shown forced off"
write_about_ruler,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
zhent_become_tributary,society_decisions,new,yes,0.583,"below min_score, is_shown forced off"
zhent_trade_route,society_decisions,new,yes,0.429,"below min_score, is_shown forced off"
