field,value,uses
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=144, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=145, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=146, key='culture', op='=', value='goblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=147, key='culture', op='=', value='batiri', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=148, key='culture', op='=', value='bakemono', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=149, key='culture', op='=', value='hobgoblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=150, key='culture', op='=', value='bugbear', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=153, key='picture', op='=', value='GFX_evt_goblins', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=156, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=157, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=158, key='culture', op='=', value='orc', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=159, key='culture', op='=', value='orog', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=160, key='culture', op='=', value='tanarukk', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=163, key='picture', op='=', value='GFX_evt_orcs', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=166, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=167, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=168, key='culture_group', op='=', value='taan_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=169, key='culture', op='=', value='shaaran', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=170, key='culture', op='=', value='arkaiun', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=171, key='culture', op='=', value='nar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=174, key='picture', op='=', value='GFX_evt_steppe_mercenaries', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=248, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=248, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=248, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=248, key='government', op='=', value='nomadic_tribal_government', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=249, key='picture', op='=', value='GFX_evt_large_army', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=252, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=252, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=252, key='culture', op='=', value='aslanlar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=253, key='picture', op='=', value='GFX_evt_moors', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=256, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=256, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=256, key='culture', op='=', value='eraka', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=257, key='picture', op='=', value='GFX_evt_savage_frontier', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=260, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=260, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=260, key='culture', op='=', value='gnoll', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=261, key='picture', op='=', value='GFX_evt_gnoll_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=264, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=264, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=264, key='culture', op='=', value='wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=265, key='picture', op='=', value='GFX_evt_wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=268, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=268, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=268, key='culture', op='=', value='centaur', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=269, key='picture', op='=', value='GFX_evt_centaur_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=272, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=273, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=274, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=275, key='culture', op='=', value='goblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=276, key='culture', op='=', value='batiri', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=277, key='culture', op='=', value='bakemono', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=278, key='culture', op='=', value='hobgoblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=279, key='culture', op='=', value='bugbear', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=283, key='picture', op='=', value='GFX_evt_goblins', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=286, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=287, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=288, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=289, key='culture', op='=', value='orc', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=290, key='culture', op='=', value='orog', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=291, key='culture', op='=', value='tanarukk', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=295, key='picture', op='=', value='GFX_evt_orcs', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=298, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=299, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=300, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=301, key='culture_group', op='=', value='taan_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=302, key='culture', op='=', value='shaaran', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=303, key='culture', op='=', value='arkaiun', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=304, key='culture', op='=', value='nar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=308, key='picture', op='=', value='GFX_evt_steppe_mercenaries', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1013, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1013, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1013, key='government', op='=', value='nomadic_tribal_government', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1014, key='picture', op='=', value='GFX_evt_large_army', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1017, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1017, key='culture', op='=', value='aslanlar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1018, key='picture', op='=', value='GFX_evt_moors', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1021, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1021, key='culture', op='=', value='eraka', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1022, key='picture', op='=', value='GFX_evt_savage_frontier', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1025, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1025, key='culture', op='=', value='gnoll', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1026, key='picture', op='=', value='GFX_evt_gnoll_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1029, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1029, key='culture', op='=', value='wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1030, key='picture', op='=', value='GFX_evt_wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1033, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1033, key='culture', op='=', value='centaur', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1034, key='picture', op='=', value='GFX_evt_centaur_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1037, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1038, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1039, key='culture', op='=', value='goblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1040, key='culture', op='=', value='batiri', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1041, key='culture', op='=', value='bakemono', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1042, key='culture', op='=', value='hobgoblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1043, key='culture', op='=', value='bugbear', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1046, key='picture', op='=', value='GFX_evt_goblins', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1049, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1050, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1051, key='culture', op='=', value='orc', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1052, key='culture', op='=', value='orog', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1053, key='culture', op='=', value='tanarukk', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1056, key='picture', op='=', value='GFX_evt_orcs', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1059, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1060, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1061, key='culture_group', op='=', value='taan_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1062, key='culture', op='=', value='shaaran', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1063, key='culture', op='=', value='arkaiun', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1064, key='culture', op='=', value='nar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1067, key='picture', op='=', value='GFX_evt_steppe_mercenaries', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1103, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1103, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1103, key='government', op='=', value='nomadic_tribal_government', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1104, key='picture', op='=', value='GFX_evt_large_army', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1107, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1107, key='culture', op='=', value='aslanlar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1108, key='picture', op='=', value='GFX_evt_moors', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1111, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1111, key='culture', op='=', value='eraka', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1112, key='picture', op='=', value='GFX_evt_savage_frontier', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1115, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1115, key='culture', op='=', value='gnoll', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1116, key='picture', op='=', value='GFX_evt_gnoll_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1119, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1119, key='culture', op='=', value='wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1120, key='picture', op='=', value='GFX_evt_wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1123, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1123, key='culture', op='=', value='centaur', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1124, key='picture', op='=', value='GFX_evt_centaur_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1127, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1128, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1129, key='culture', op='=', value='goblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1130, key='culture', op='=', value='batiri', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1131, key='culture', op='=', value='bakemono', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1132, key='culture', op='=', value='hobgoblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1133, key='culture', op='=', value='bugbear', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1136, key='picture', op='=', value='GFX_evt_goblins', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1139, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1140, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1141, key='culture', op='=', value='orc', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1142, key='culture', op='=', value='orog', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1143, key='culture', op='=', value='tanarukk', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1146, key='picture', op='=', value='GFX_evt_orcs', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1149, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1150, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1151, key='culture_group', op='=', value='taan_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1152, key='culture', op='=', value='shaaran', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1153, key='culture', op='=', value='arkaiun', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1154, key='culture', op='=', value='nar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1157, key='picture', op='=', value='GFX_evt_steppe_mercenaries', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1212, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1212, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1212, key='government', op='=', value='nomadic_tribal_government', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1213, key='picture', op='=', value='GFX_evt_large_army', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1216, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1216, key='culture', op='=', value='aslanlar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1217, key='picture', op='=', value='GFX_evt_moors', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1220, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1220, key='culture', op='=', value='eraka', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1221, key='picture', op='=', value='GFX_evt_savage_frontier', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1224, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1224, key='culture', op='=', value='gnoll', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1225, key='picture', op='=', value='GFX_evt_gnoll_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1228, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1228, key='culture', op='=', value='wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1229, key='picture', op='=', value='GFX_evt_wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1232, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1232, key='culture', op='=', value='centaur', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1233, key='picture', op='=', value='GFX_evt_centaur_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1236, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1237, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1238, key='culture', op='=', value='goblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1239, key='culture', op='=', value='batiri', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1240, key='culture', op='=', value='bakemono', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1241, key='culture', op='=', value='hobgoblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1242, key='culture', op='=', value='bugbear', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1245, key='picture', op='=', value='GFX_evt_goblins', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
