# GENERATED by scripts/build_loc_key_map.py - do not hand-edit.
# Read by the `loc` step as [loc] key_map. `mode`: `rename` drops the
# CK2 key, `copy` emits the text under both keys.
#   traits: 1084 rows
#   titles: 5664 rows
#   cultures_religions: 1384 rows
ck2_key,ck3_key,mode,source
k_the_sword,k_the_sword_adj,copy,titles
k_the_vast,k_the_vast_adj,copy,titles
k_thentur,k_thentur_adj,copy,titles
k_thesk,k_thesk_adj,copy,titles
k_thindol,k_thindol_adj,copy,titles
k_threskel,k_threskel_adj,copy,titles
k_thultanthar,k_thultanthar_adj,copy,titles
k_tortured_lands,k_tortured_lands_adj,copy,titles
k_turlaghh,k_turlaghh_adj,copy,titles
k_turmish,k_turmish_adj,copy,titles
k_tymanther,k_tymanther_adj,copy,titles
k_ubtao_church,k_ubtao_church_adj,copy,titles
k_ulgarth,k_ulgarth_adj,copy,titles
k_undermountain,k_undermountain_adj,copy,titles
k_unther,k_unther_adj,copy,titles
k_upper_alexatis,k_upper_alexatis_adj,copy,titles
k_uruth_ukrypt,k_uruth_ukrypt_adj,copy,titles
k_uthgars_host,k_uthgars_host_adj,copy,titles
k_uthor,k_uthor_adj,copy,titles
k_uthtower,k_uthtower_adj,copy,titles
k_utter_north,k_utter_north_adj,copy,titles
k_vaasa,k_vaasa_adj,copy,titles
k_valashar,k_valashar_adj,copy,titles
k_var,k_var_adj,copy,titles
k_vastar,k_vastar_adj,copy,titles
k_veldorn,k_veldorn_adj,copy,titles
k_velprin,k_velprin_adj,copy,titles
k_vesperin,k_vesperin_adj,copy,titles
k_vilhon,k_vilhon_adj,copy,titles
k_waterdeep,k_waterdeep_adj,copy,titles
k_wealdath,k_wealdath_adj,copy,titles
k_west_ama,k_west_ama_adj,copy,titles
k_west_taan,k_west_taan_adj,copy,titles
k_windlass,k_windlass_adj,copy,titles
k_windrise_ports,k_windrise_ports_adj,copy,titles
k_xothaerin,k_xothaerin_adj,copy,titles
k_yarlith,k_yarlith_adj,copy,titles
k_yikaria,k_yikaria_adj,copy,titles
k_yui,k_yui_adj,copy,titles
BM_FAERUN_BTS,bm_before_the_storm,copy,titles
BM_FAERUN_BTS_DESC,bm_before_the_storm_desc,copy,titles
ERA_CHAR_NAME_ZHENGYI,bookmark_fae_52101,copy,titles
ERA_CHAR_NAME_TRISTAN,bookmark_fae_50001,copy,titles
ERA_CHAR_NAME_GILGEAM,bookmark_fae_1010,copy,titles
ERA_CHAR_NAME_MOURNGRYM,bookmark_fae_7048,copy,titles
ERA_CHAR_NAME_VELSHAROON,bookmark_fae_61358,copy,titles
ERA_CHAR_NAME_RASHID,bookmark_fae_42019,copy,titles
BM_FAERUN_RONIN_CHALLENGE,bm_ronin_challenge,copy,titles
BM_FAERUN_RONIN_CHALLENGE_DESC,bm_ronin_challenge_desc,copy,titles
ERA_CHAR_NAME_CHOU,bookmark_fae_60001,copy,titles
ERA_CHAR_NAME_NUNG,bookmark_fae_1017,copy,titles
ERA_CHAR_NAME_GOYAT,bookmark_fae_63070,copy,titles
BM_FAERUN_THE_HORDE,bm_the_horde,copy,titles
BM_FAERUN_THE_HORDE_DESC,bm_the_horde_desc,copy,titles
ERA_CHAR_NAME_YAMUN,bookmark_fae_37001,copy,titles
ERA_CHAR_NAME_AZOUN,bookmark_fae_20081,copy,titles
ERA_CHAR_NAME_ALI_AL_MUSTASIB,bookmark_fae_38038,copy,titles
ERA_CHAR_NAME_GARBO,bookmark_fae_39001,copy,titles
ERA_CHAR_NAME_SZASS,bookmark_fae_53001,copy,titles
ERA_CHAR_NAME_HYARMON,bookmark_fae_65201,copy,titles
BM_FAERUN_DRAGONSPEAR_2,bm_dragonspear_2,copy,titles
BM_FAERUN_DRAGONSPEAR_2_DESC,bm_dragonspear_2_desc,copy,titles
ERA_CHAR_NAME_PWYLL,bookmark_fae_9010,copy,titles
ERA_CHAR_NAME_ENTAR,bookmark_fae_2007,copy,titles
ERA_CHAR_NAME_MELANDRACH,bookmark_fae_47408,copy,titles
ERA_CHAR_NAME_BAAZKA,bookmark_fae_111,copy,titles
BM_BHAALSPAWN,bm_bhaalspawn,copy,titles
BM_BHAALSPAWN_DESC,bm_bhaalspawn_desc,copy,titles
ERA_CHAR_NAME_YAGA_SHURA,bookmark_fae_10,copy,titles
ERA_CHAR_NAME_ABAZIGAL,bookmark_fae_6,copy,titles
ERA_CHAR_NAME_BALTHAZAR,bookmark_fae_7,copy,titles
ERA_CHAR_NAME_SENDAI,bookmark_fae_9,copy,titles
ERA_CHAR_NAME_ILLASERA,bookmark_fae_8,copy,titles
ERA_CHAR_NAME_GROMNIR,bookmark_fae_28102,copy,titles
BM_DARK_POWERS_ERA,bm_dark_powers,copy,titles
BM_DARK_POWERS_ERA_DESC,bm_dark_powers_desc,copy,titles
ERA_CHAR_NAME_TELAMONT,bookmark_fae_61026,copy,titles
ERA_CHAR_NAME_FZOUL,bookmark_fae_56006,copy,titles
ERA_CHAR_NAME_AZOUN_V,bookmark_fae_20084,copy,titles
ERA_CHAR_NAME_OBOULD,bookmark_fae_30550,copy,titles
ERA_CHAR_NAME_ALUSTRIEL,bookmark_fae_5001,copy,titles
ERA_CHAR_NAME_TISAN,bookmark_fae_62692,copy,titles
BM_RAGE_OF_DRAGONS,bm_rage_of_dragons,copy,titles
BM_RAGE_OF_DRAGONS_DESC,bm_rage_of_dragons_desc,copy,titles
ERA_CHAR_NAME_LARETH,bookmark_fae_61428,copy,titles
ERA_CHAR_NAME_BUCHEMBRALLOR,bookmark_fae_28533,copy,titles
ERA_CHAR_NAME_GARLOKANTHA,bookmark_fae_28531,copy,titles
ERA_CHAR_NAME_HESTHERA,bookmark_fae_52157,copy,titles
BM_AFTER_THE_RAGE,bm_after_the_rage,copy,titles
BM_AFTER_THE_RAGE_DESC,bm_after_the_rage_desc,copy,titles
ERA_CHAR_NAME_NAERGOTH,bookmark_fae_9530,copy,titles
ERA_CHAR_NAME_AURGLOROASA,bookmark_fae_20683,copy,titles
ERA_CHAR_NAME_KLAUTH,bookmark_fae_131,copy,titles
ERA_CHAR_NAME_TAMARAND,bookmark_fae_52194,copy,titles
ERA_CHAR_NAME_GLAXENHEIM,bookmark_fae_50797,copy,titles
ERA_CHAR_NAME_BELATHELLAR,bookmark_fae_58292,copy,titles
BM_YEAR_OF_BLUE_FIRE,bm_year_of_blue_fire,copy,titles
BM_YEAR_OF_BLUE_FIRE_DESC,bm_year_of_blue_fire_desc,copy,titles
ERA_CHAR_NAME_ZALATHORM,bookmark_fae_64011,copy,titles
ERA_CHAR_NAME_DMITRA,bookmark_fae_53002,copy,titles
ERA_CHAR_NAME_HORUSTEP,bookmark_fae_40001,copy,titles
BM_THE_AFTERMATH,bm_the_aftermath,copy,titles
BM_THE_AFTERMATH_DESC,bm_the_aftermath_desc,copy,titles
ERA_CHAR_NAME_SVESS,bookmark_fae_57012,copy,titles
ERA_CHAR_NAME_THYMARA,bookmark_fae_40769,copy,titles
ERA_CHAR_NAME_ILSEVELE,bookmark_fae_45145,copy,titles
BM_DARK_ZAKHARA,bm_dark_zakhara,copy,titles
BM_DARK_ZAKHARA_DESC,bm_dark_zakhara_desc,copy,titles
ERA_NAME_MAKIN,bookmark_fae_62209,copy,titles
ERA_NAME_KAZERABET,bookmark_fae_62117,copy,titles
ERA_NAME_OPHIDIA,bookmark_fae_62907,copy,titles
BM_FAERUN_SKYFIRE,bm_skyfire,copy,titles
BM_FAERUN_SKYFIRE_DESC,bm_skyfire_desc,copy,titles
ERA_CHAR_NAME_CALIM,bookmark_fae_42180,copy,titles
ERA_CHAR_NAME_MEMNON,bookmark_fae_42165,copy,titles
ERA_CHAR_NAME_ACHAM,bookmark_fae_42177,copy,titles
ERA_CHAR_NAME_GRAZZT,bookmark_fae_1015,copy,titles
BM_FAERUN_SPELLSCAR,bm_spellscarred,copy,titles
BM_FAERUN_SPELLSCAR_DESC,bm_spellscarred_desc,copy,titles
ERA_CHAR_NAME_TARHUN,bookmark_fae_40771,copy,titles
ERA_CHAR_NAME_ARATHANE,bookmark_fae_49669,copy,titles
ERA_CHAR_NAME_GAUWERVYNDHAL,bookmark_fae_69111,copy,titles
ERA_CHAR_NAME_VOICE,bookmark_fae_52140,copy,titles
ERA_CHAR_NAME_ZISS,bookmark_fae_52387,copy,titles
ERA_CHAR_NAME_USUSI,bookmark_fae_40145,copy,titles
BM_TYRANNY_OF_DRAGONS,bm_tyranny_of_dragons,copy,titles
BM_TYRANNY_OF_DRAGONS_DESC,bm_tyranny_of_dragons_desc,copy,titles
ERA_CHAR_NAME_SEVERIN,bookmark_fae_42269,copy,titles
ERA_CHAR_NAME_IYMRITH,bookmark_fae_61293,copy,titles
ERA_CHAR_NAME_VOARAGHAMANTHAR,bookmark_fae_15135,copy,titles
ERA_CHAR_NAME_AEROSCLUGHPALAR,bookmark_fae_46012,copy,titles
ERA_CHAR_NAME_RALIONATE,bookmark_fae_57049,copy,titles
BM_FAERUN_TORIL_HEALED,bm_toril_healed,copy,titles
BM_FAERUN_TORIL_HEALED_DESC,bm_toril_healed_desc,copy,titles
ERA_CHAR_NAME_DAGULT,bookmark_fae_15122,copy,titles
ERA_CHAR_NAME_THAVIUS,bookmark_fae_9248,copy,titles
ERA_CHAR_NAME_GILGEAM,bookmark_fae_1011,copy,titles
ERA_CHAR_NAME_NSI,bookmark_fae_52803,copy,titles
BM_HONOR_AMONG_THIEVES,bm_honor_among_thieves,copy,titles
BM_HONOR_AMONG_THIEVES_DESC,bm_honor_among_thieves_desc,copy,titles
ERA_CHAR_NAME_FORGE,bookmark_fae_74005,copy,titles
ERA_CHAR_NAME_THEMBERCHAUD,bookmark_fae_18150,copy,titles
ERA_CHAR_NAME_DARATHRA,bookmark_fae_41400,copy,titles
ERA_CHAR_NAME_PENELOPE,bookmark_fae_41539,copy,titles
ERA_CHAR_NAME_MERRISARA,bookmark_fae_15112,copy,titles
BM_FAERUN_NEW_ERA,bm_the_new_era,copy,titles
BM_FAERUN_NEW_ERA_DESC,bm_the_new_era_desc,copy,titles
ERA_CHAR_NAME_FORFALLEN,bookmark_fae_50990,copy,titles
ERA_CHAR_NAME_VOLSEMBRA,bookmark_fae_26399,copy,titles
ERA_CHAR_NAME_SONGAL,bookmark_fae_42336,copy,titles
ERA_CHAR_NAME_DUVESSA,bookmark_fae_41284,copy,titles
ERA_CHAR_NAME_YSABEL,bookmark_fae_28341,copy,titles
ADEPT,ADEPT_plural,copy,cultures_religions
CARETAKER,CARETAKER_plural,copy,cultures_religions
CHAOS,CHAOS_possessive,copy,cultures_religions
CRUSADE,CRUSADE_plural,copy,cultures_religions
FIREWALKER,FIREWALKER_plural,copy,cultures_religions
GOD_ADAMA,GOD_ADAMA_possessive,copy,cultures_religions
GOD_AKADI,GOD_AKADI_possessive,copy,cultures_religions
GOD_AMPHISBAENA,GOD_AMPHISBAENA_possessive,copy,cultures_religions
GOD_ANCESTORS,GOD_ANCESTORS_possessive,copy,cultures_religions
GOD_ANNAM,GOD_ANNAM_possessive,copy,cultures_religions
GOD_ASGORATH,GOD_ASGORATH_possessive,copy,cultures_religions
GOD_ASMODEUS,GOD_ASMODEUS_possessive,copy,cultures_religions
GOD_AURIL,GOD_AURIL_possessive,copy,cultures_religions
GOD_BAHAMUT,GOD_BAHAMUT_possessive,copy,cultures_religions
GOD_BANE,GOD_BANE_possessive,copy,cultures_religions
GOD_BAPHOMET,GOD_BAPHOMET_possessive,copy,cultures_religions
GOD_CELESTIAL_EMPEROR,GOD_CELESTIAL_EMPEROR_possessive,copy,cultures_religions
GOD_CHAUNTEA,GOD_CHAUNTEA_possessive,copy,cultures_religions
GOD_CHUNG_TAO,GOD_CHUNG_TAO_possessive,copy,cultures_religions
GOD_CIVIC_GODS,GOD_CIVIC_GODS_possessive,copy,cultures_religions
GOD_CORELLON_LARETHIAN,GOD_CORELLON_LARETHIAN_possessive,copy,cultures_religions
GOD_CYRIC,GOD_CYRIC_possessive,copy,cultures_religions
GOD_DARKNESS,GOD_DARKNESS_possessive,copy,cultures_religions
GOD_DEAD_THREE,GOD_DEAD_THREE_possessive,copy,cultures_religions
GOD_DEMOGORGON,GOD_DEMOGORGON_possessive,copy,cultures_religions
GOD_DRAGONS,GOD_DRAGONS_possessive,copy,cultures_religions
GOD_EAAS,GOD_EAAS_possessive,copy,cultures_religions
GOD_EADRO,GOD_EADRO_possessive,copy,cultures_religions
GOD_EARTHMOTHER,GOD_EARTHMOTHER_possessive,copy,cultures_religions
GOD_EILISTRAEE,GOD_EILISTRAEE_possessive,copy,cultures_religions
GOD_ENLIL,GOD_ENLIL_possessive,copy,cultures_religions
GOD_ENTROPY,GOD_ENTROPY_possessive,copy,cultures_religions
GOD_ESHOWDOW,GOD_ESHOWDOW_possessive,copy,cultures_religions
GOD_EVIL_SPIRITS,GOD_EVIL_SPIRITS_possessive,copy,cultures_religions
GOD_FACELESS_GOD,GOD_FACELESS_GOD_possessive,copy,cultures_religions
GOD_FATE,GOD_FATE_possessive,copy,cultures_religions
GOD_FEY,GOD_FEY_possessive,copy,cultures_religions
GOD_GARAGOS,GOD_GARAGOS_possessive,copy,cultures_religions
GOD_GARL_GLITTERGOLD,GOD_GARL_GLITTERGOLD_possessive,copy,cultures_religions
GOD_GHAUNADAUR,GOD_GHAUNADAUR_possessive,copy,cultures_religions
GOD_GILGEAM,GOD_GILGEAM_possessive,copy,cultures_religions
GOD_GREAT_MOTHER,GOD_GREAT_MOTHER_possessive,copy,cultures_religions
GOD_GRUMBAR,GOD_GRUMBAR_possessive,copy,cultures_religions
GOD_GRUUMSH,GOD_GRUUMSH_possessive,copy,cultures_religions
GOD_HAJAMA,GOD_HAJAMA_possessive,copy,cultures_religions
GOD_HELM,GOD_HELM_possessive,copy,cultures_religions
GOD_HORUS_RE,GOD_HORUS_RE_possessive,copy,cultures_religions
GOD_ILMATER,GOD_ILMATER_possessive,copy,cultures_religions
GOD_ILSENSINE,GOD_ILSENSINE_possessive,copy,cultures_religions
GOD_IMBALANCE,GOD_IMBALANCE_possessive,copy,cultures_religions
GOD_INTERLOPER_GODS,GOD_INTERLOPER_GODS_possessive,copy,cultures_religions
GOD_KARONTOR,GOD_KARONTOR_possessive,copy,cultures_religions
GOD_KIARANSALEE,GOD_KIARANSALEE_possessive,copy,cultures_religions
GOD_KOSSUTH,GOD_KOSSUTH_possessive,copy,cultures_religions
GOD_LADUGUER,GOD_LADUGUER_possessive,copy,cultures_religions
GOD_LIVING_IDOLS,GOD_LIVING_IDOLS_possessive,copy,cultures_religions
GOD_LOLTH,GOD_LOLTH_possessive,copy,cultures_religions
GOD_LOST_ONE,GOD_LOST_ONE_possessive,copy,cultures_religions
GOD_LOVIATAR,GOD_LOVIATAR_possessive,copy,cultures_religions
GOD_MAGLUBIYET,GOD_MAGLUBIYET_possessive,copy,cultures_religions
GOD_MASK,GOD_MASK_possessive,copy,cultures_religions
GOD_MORADIN,GOD_MORADIN_possessive,copy,cultures_religions
GOD_MYSTRA,GOD_MYSTRA_possessive,copy,cultures_religions
GOD_NATURE_SPIRITS,GOD_NATURE_SPIRITS_possessive,copy,cultures_religions
GOD_NINE_TRAVELERS,GOD_NINE_TRAVELERS_possessive,copy,cultures_religions
GOD_OGHMA,GOD_OGHMA_possessive,copy,cultures_religions
GOD_PADHRA,GOD_PADHRA_possessive,copy,cultures_religions
GOD_PRIMORDIALS,GOD_PRIMORDIALS_possessive,copy,cultures_religions
GOD_PROVIDENCE,GOD_PROVIDENCE_possessive,copy,cultures_religions
GOD_QOTAL,GOD_QOTAL_possessive,copy,cultures_religions
GOD_REASON,GOD_REASON_possessive,copy,cultures_religions
GOD_SASHELAS,GOD_SASHELAS_possessive,copy,cultures_religions
GOD_SEKOLAH,GOD_SEKOLAH_possessive,copy,cultures_religions
GOD_SELUNE,GOD_SELUNE_possessive,copy,cultures_religions
GOD_SET,GOD_SET_possessive,copy,cultures_religions
GOD_SHAJAR,GOD_SHAJAR_possessive,copy,cultures_religions
GOD_SHAR,GOD_SHAR_possessive,copy,cultures_religions
GOD_SILVANUS,GOD_SILVANUS_possessive,copy,cultures_religions
GOD_SIMBUL,GOD_SIMBUL_possessive,copy,cultures_religions
GOD_SOUTH_GODS,GOD_SOUTH_GODS_possessive,copy,cultures_religions
GOD_SPELLPLAGUE,GOD_SPELLPLAGUE_possessive,copy,cultures_religions
GOD_SUN,GOD_SUN_possessive,copy,cultures_religions
GOD_SUNE,GOD_SUNE_possessive,copy,cultures_religions
GOD_TALOS,GOD_TALOS_possessive,copy,cultures_religions
GOD_TASHAN_GODS,GOD_TASHAN_GODS_possessive,copy,cultures_religions
GOD_TCHAZZAR,GOD_TCHAZZAR_possessive,copy,cultures_religions
GOD_TEMPUS,GOD_TEMPUS_possessive,copy,cultures_religions
GOD_TEN_THOUSAND_GODS,GOD_TEN_THOUSAND_GODS_possessive,copy,cultures_religions
GOD_THASMUDYAN,GOD_THASMUDYAN_possessive,copy,cultures_religions
GOD_THE_CREATOR,GOD_THE_CREATOR_possessive,copy,cultures_religions
GOD_THE_THREE,GOD_THE_THREE_possessive,copy,cultures_religions
GOD_THE_UNIVERSE,GOD_THE_UNIVERSE_possessive,copy,cultures_religions
GOD_THE_WAY,GOD_THE_WAY_possessive,copy,cultures_religions
GOD_TIAMAT,GOD_TIAMAT_possessive,copy,cultures_religions
GOD_TRIAD,GOD_TRIAD_possessive,copy,cultures_religions
GOD_TURM_GODS,GOD_TURM_GODS_possessive,copy,cultures_religions
GOD_UBTAO,GOD_UBTAO_possessive,copy,cultures_religions
GOD_ULUTIU,GOD_ULUTIU_possessive,copy,cultures_religions
GOD_UMBERLEE,GOD_UMBERLEE_possessive,copy,cultures_religions
GOD_URDLEN,GOD_URDLEN_possessive,copy,cultures_religions
GOD_UTHGAR,GOD_UTHGAR_possessive,copy,cultures_religions
GOD_VAPRAK,GOD_VAPRAK_possessive,copy,cultures_religions
GOD_VHAERAUN,GOD_VHAERAUN_possessive,copy,cultures_religions
GOD_WAUKEEN,GOD_WAUKEEN_possessive,copy,cultures_religions
GOD_WORLD_SERPENT,GOD_WORLD_SERPENT_possessive,copy,cultures_religions
GOD_YONDALLA,GOD_YONDALLA_possessive,copy,cultures_religions
GOD_ZALTEC,GOD_ZALTEC_possessive,copy,cultures_religions
GREAT_HOLY_WAR,GREAT_HOLY_WAR_plural,copy,cultures_religions
HSIANGTAO,HSIANGTAO_plural,copy,cultures_religions
Hierophant,Hierophant_plural,copy,cultures_religions
IGNORANCE,IGNORANCE_possessive,copy,cultures_religions
IMAM_PRIEST,IMAM_PRIEST_plural,copy,cultures_religions
Iceguardian,Iceguardian_plural,copy,cultures_religions
KEEPER,KEEPER_plural,copy,cultures_religions
LAMA,LAMA_plural,copy,cultures_religions
LORDS_OF_THE_ABYSS,LORDS_OF_THE_ABYSS_possessive,copy,cultures_religions
PHILOSOPHER,PHILOSOPHER_plural,copy,cultures_religions
PLANESWALKER,PLANESWALKER_plural,copy,cultures_religions
PRIEST,PRIEST_plural,copy,cultures_religions
SCHOLAR,SCHOLAR_plural,copy,cultures_religions
SEEKER,SEEKER_plural,copy,cultures_religions
SHAMAN,SHAMAN_plural,copy,cultures_religions
THE_DARK_SPIRITS,THE_DARK_SPIRITS_possessive,copy,cultures_religions
THE_GODS,THE_GODS_possessive,copy,cultures_religions
TUSU,TUSU_plural,copy,cultures_religions
aarakocra,aarakocra_collective_noun,copy,cultures_religions
aarakocra,aarakocra_prefix,copy,cultures_religions
aarakocra,name_list_fae_aarakocra,copy,cultures_religions
aasimar,aasimar_collective_noun,copy,cultures_religions
aasimar,aasimar_prefix,copy,cultures_religions
aasimar,name_list_fae_aasimar,copy,cultures_religions
abishai,abishai_collective_noun,copy,cultures_religions
abishai,abishai_prefix,copy,cultures_religions
abishai,name_list_fae_abishai,copy,cultures_religions
aboleth,aboleth_collective_noun,copy,cultures_religions
aboleth,aboleth_prefix,copy,cultures_religions
aboleth,name_list_fae_aboleth,copy,cultures_religions
abomination,abomination_collective_noun,copy,cultures_religions
abomination,abomination_prefix,copy,cultures_religions
abomination,name_list_fae_abomination,copy,cultures_religions
aevendrow,aevendrow_collective_noun,copy,cultures_religions
aevendrow,aevendrow_prefix,copy,cultures_religions
aevendrow,name_list_fae_aevendrow,copy,cultures_religions
affa,affa_collective_noun,copy,cultures_religions
affa,affa_prefix,copy,cultures_religions
affa,name_list_fae_affa,copy,cultures_religions
aglarondan,aglarondan_collective_noun,copy,cultures_religions
aglarondan,aglarondan_prefix,copy,cultures_religions
aglarondan,name_list_fae_aglarondan,copy,cultures_religions
airgenasi,airgenasi_collective_noun,copy,cultures_religions
airgenasi,airgenasi_prefix,copy,cultures_religions
airgenasi,name_list_fae_airgenasi,copy,cultures_religions
akotan,akotan_collective_noun,copy,cultures_religions
akotan,akotan_prefix,copy,cultures_religions
akotan,name_list_fae_akotan,copy,cultures_religions
american,american_collective_noun,copy,cultures_religions
american,american_prefix,copy,cultures_religions
american,name_list_fae_american,copy,cultures_religions
amethyst_dragon,amethyst_dragon_collective_noun,copy,cultures_religions
amethyst_dragon,amethyst_dragon_prefix,copy,cultures_religions
amethyst_dragon,name_list_fae_amethyst_dragon,copy,cultures_religions
amnian,amnian_collective_noun,copy,cultures_religions
amnian,amnian_prefix,copy,cultures_religions
amnian,name_list_fae_amnian,copy,cultures_religions
amphiptere,amphiptere_collective_noun,copy,cultures_religions
amphiptere,amphiptere_prefix,copy,cultures_religions
amphiptere,name_list_fae_amphiptere,copy,cultures_religions
amran,amran_collective_noun,copy,cultures_religions
amran,amran_prefix,copy,cultures_religions
amran,name_list_fae_amran,copy,cultures_religions
andt,andt_collective_noun,copy,cultures_religions
andt,andt_prefix,copy,cultures_religions
andt,name_list_fae_andt,copy,cultures_religions
angel,angel_collective_noun,copy,cultures_religions
angel,angel_prefix,copy,cultures_religions
angel,name_list_fae_angel,copy,cultures_religions
angulutiun,angulutiun_collective_noun,copy,cultures_religions
angulutiun,angulutiun_prefix,copy,cultures_religions
angulutiun,name_list_fae_angulutiun,copy,cultures_religions
archon,archon_collective_noun,copy,cultures_religions
archon,archon_prefix,copy,cultures_religions
archon,name_list_fae_archon,copy,cultures_religions
arctic_dwarf,arctic_dwarf_collective_noun,copy,cultures_religions
arctic_dwarf,arctic_dwarf_prefix,copy,cultures_religions
arctic_dwarf,name_list_fae_arctic_dwarf,copy,cultures_religions
ardling,ardling_collective_noun,copy,cultures_religions
ardling,ardling_prefix,copy,cultures_religions
ardling,name_list_fae_ardling,copy,cultures_religions
arkaiun,arkaiun_collective_noun,copy,cultures_religions
arkaiun,arkaiun_prefix,copy,cultures_religions
arkaiun,name_list_fae_arkaiun,copy,cultures_religions
arnadar,arnadar_collective_noun,copy,cultures_religions
arnadar,arnadar_prefix,copy,cultures_religions
arnadar,name_list_fae_arnadar,copy,cultures_religions
asabi,asabi_collective_noun,copy,cultures_religions
asabi,asabi_prefix,copy,cultures_religions
asabi,name_list_fae_asabi,copy,cultures_religions
ash_giant,ash_giant_collective_noun,copy,cultures_religions
ash_giant,ash_giant_prefix,copy,cultures_religions
ash_giant,name_list_fae_ash_giant,copy,cultures_religions
aslanlar,aslanlar_collective_noun,copy,cultures_religions
aslanlar,aslanlar_prefix,copy,cultures_religions
aslanlar,name_list_fae_aslanlar,copy,cultures_religions
astok,astok_collective_noun,copy,cultures_religions
astok,astok_prefix,copy,cultures_religions
astok,name_list_fae_astok,copy,cultures_religions
astral_elf,astral_elf_collective_noun,copy,cultures_religions
astral_elf,astral_elf_prefix,copy,cultures_religions
astral_elf,name_list_fae_astral_elf,copy,cultures_religions
asura,asura_collective_noun,copy,cultures_religions
asura,asura_prefix,copy,cultures_religions
asura,name_list_fae_asura,copy,cultures_religions
avariel,avariel_collective_noun,copy,cultures_religions
avariel,avariel_prefix,copy,cultures_religions
avariel,name_list_fae_avariel,copy,cultures_religions
avoral,avoral_collective_noun,copy,cultures_religions
avoral,avoral_prefix,copy,cultures_religions
avoral,name_list_fae_avoral,copy,cultures_religions
azuposi,azuposi_collective_noun,copy,cultures_religions
azuposi,azuposi_prefix,copy,cultures_religions
azuposi,name_list_fae_azuposi,copy,cultures_religions
baatezu,baatezu_collective_noun,copy,cultures_religions
baatezu,baatezu_prefix,copy,cultures_religions
baatezu,name_list_fae_baatezu,copy,cultures_religions
badia,badia_collective_noun,copy,cultures_religions
badia,badia_prefix,copy,cultures_religions
badia,name_list_fae_badia,copy,cultures_religions
bakemono,bakemono_collective_noun,copy,cultures_religions
bakemono,bakemono_prefix,copy,cultures_religions
bakemono,name_list_fae_bakemono,copy,cultures_religions
balor,balor_collective_noun,copy,cultures_religions
balor,balor_prefix,copy,cultures_religions
balor,name_list_fae_balor,copy,cultures_religions
baphitaur,baphitaur_collective_noun,copy,cultures_religions
baphitaur,baphitaur_prefix,copy,cultures_religions
baphitaur,name_list_fae_baphitaur,copy,cultures_religions
barovian,barovian_collective_noun,copy,cultures_religions
barovian,barovian_prefix,copy,cultures_religions
barovian,name_list_fae_barovian,copy,cultures_religions
batiri,batiri_collective_noun,copy,cultures_religions
batiri,batiri_prefix,copy,cultures_religions
batiri,name_list_fae_batiri,copy,cultures_religions
batrachi,batrachi_collective_noun,copy,cultures_religions
batrachi,batrachi_prefix,copy,cultures_religions
batrachi,name_list_fae_batrachi,copy,cultures_religions
bawani,bawani_collective_noun,copy,cultures_religions
bawani,bawani_prefix,copy,cultures_religions
bawani,name_list_fae_bawani,copy,cultures_religions
bear,bear_collective_noun,copy,cultures_religions
bear,bear_prefix,copy,cultures_religions
bear,name_list_fae_bear,copy,cultures_religions
bedine,bedine_collective_noun,copy,cultures_religions
bedine,bedine_prefix,copy,cultures_religions
bedine,name_list_fae_bedine,copy,cultures_religions
beholder,beholder_collective_noun,copy,cultures_religions
beholder,beholder_prefix,copy,cultures_religions
beholder,name_list_fae_beholder,copy,cultures_religions
black_dragon,black_dragon_collective_noun,copy,cultures_religions
black_dragon,black_dragon_prefix,copy,cultures_religions
black_dragon,name_list_fae_black_dragon,copy,cultures_religions
blight,blight_collective_noun,copy,cultures_religions
blight,blight_prefix,copy,cultures_religions
blight,name_list_fae_blight,copy,cultures_religions
blue_dragon,blue_dragon_collective_noun,copy,cultures_religions
blue_dragon,blue_dragon_prefix,copy,cultures_religions
blue_dragon,name_list_fae_blue_dragon,copy,cultures_religions
bone_naga,bone_naga_collective_noun,copy,cultures_religions
bone_naga,bone_naga_prefix,copy,cultures_religions
bone_naga,name_list_fae_bone_naga,copy,cultures_religions
borderer,borderer_collective_noun,copy,cultures_religions
borderer,borderer_prefix,copy,cultures_religions
borderer,name_list_fae_borderer,copy,cultures_religions
brass_dragon,brass_dragon_collective_noun,copy,cultures_religions
brass_dragon,brass_dragon_prefix,copy,cultures_religions
brass_dragon,name_list_fae_brass_dragon,copy,cultures_religions
bronze_dragon,bronze_dragon_collective_noun,copy,cultures_religions
bronze_dragon,bronze_dragon_prefix,copy,cultures_religions
bronze_dragon,name_list_fae_bronze_dragon,copy,cultures_religions
brown_dragon,brown_dragon_collective_noun,copy,cultures_religions
brown_dragon,brown_dragon_prefix,copy,cultures_religions
brown_dragon,name_list_fae_brown_dragon,copy,cultures_religions
bugbear,bugbear_collective_noun,copy,cultures_religions
bugbear,bugbear_prefix,copy,cultures_religions
bugbear,name_list_fae_bugbear,copy,cultures_religions
cambion,cambion_collective_noun,copy,cultures_religions
cambion,cambion_prefix,copy,cultures_religions
cambion,name_list_fae_cambion,copy,cultures_religions
cat,cat_collective_noun,copy,cultures_religions
cat,cat_prefix,copy,cultures_religions
cat,name_list_fae_cat,copy,cultures_religions
celestial_eladrin,celestial_eladrin_collective_noun,copy,cultures_religions
celestial_eladrin,celestial_eladrin_prefix,copy,cultures_religions
